"","CpG","Beta","SE","P","FDR","Trait","threshold"
"303","cg06226150",-0.000141288,2.57e-05,3.79e-08,NA,"Alcohol","P1E5"
"304","cg19731612",-0.00062134,0.000112976,3.8e-08,NA,"Alcohol","P1E5"
"305","cg13077865",0.000173048,3.15e-05,3.87e-08,NA,"Alcohol","P1E5"
"306","cg03959515",-0.000106696,1.94e-05,3.9e-08,NA,"Alcohol","P1E5"
"307","cg03382805",0.000120359,2.19e-05,3.93e-08,NA,"Alcohol","P1E5"
"308","cg05991220",0.000217716,3.96e-05,3.98e-08,NA,"Alcohol","P1E5"
"309","cg05756780",-0.00014366,2.62e-05,3.98e-08,NA,"Alcohol","P1E5"
"310","cg10045354",-0.000219318,4e-05,4.27e-08,NA,"Alcohol","P1E5"
"311","cg05951221",-0.000605113,0.000110538,4.39e-08,NA,"Alcohol","P1E5"
"312","cg27491190",-0.000231754,4.23e-05,4.4e-08,NA,"Alcohol","P1E5"
"313","cg19202384",-0.000261545,4.78e-05,4.55e-08,NA,"Alcohol","P1E5"
"314","cg20188739",-0.000212576,3.89e-05,4.66e-08,NA,"Alcohol","P1E5"
"315","cg11405200",-0.000161143,2.95e-05,4.66e-08,NA,"Alcohol","P1E5"
"316","cg08297686",-0.000334244,6.12e-05,4.68e-08,NA,"Alcohol","P1E5"
"317","cg09175009",-0.000197238,3.62e-05,4.87e-08,NA,"Alcohol","P1E5"
"318","cg12699156",-0.000135542,2.48e-05,4.88e-08,NA,"Alcohol","P1E5"
"319","cg13539253",-7.35e-05,1.35e-05,5.08e-08,NA,"Alcohol","P1E5"
"320","cg08293528",-0.000143323,2.63e-05,5.17e-08,NA,"Alcohol","P1E5"
"321","cg04605617",-0.000259599,4.77e-05,5.19e-08,NA,"Alcohol","P1E5"
"322","cg11700584",-0.000273901,5.03e-05,5.3e-08,NA,"Alcohol","P1E5"
"323","cg09029902",-9.48e-05,1.74e-05,5.31e-08,NA,"Alcohol","P1E5"
"324","cg04661001",-0.000298416,5.49e-05,5.36e-08,NA,"Alcohol","P1E5"
"325","cg24711224",-0.000164883,3.03e-05,5.44e-08,NA,"Alcohol","P1E5"
"326","cg05129477",-0.00023488,4.32e-05,5.6e-08,NA,"Alcohol","P1E5"
"327","cg01487468",-0.000145833,2.69e-05,5.69e-08,NA,"Alcohol","P1E5"
"328","cg05359207",-5.5e-05,1.01e-05,5.69e-08,NA,"Alcohol","P1E5"
"329","cg16505233",-9.5e-05,1.75e-05,5.69e-08,NA,"Alcohol","P1E5"
"330","cg02343604",-0.000152012,2.8e-05,5.75e-08,NA,"Alcohol","P1E5"
"331","cg26405097",-0.000156887,2.89e-05,5.94e-08,NA,"Alcohol","P1E5"
"332","cg24570624",-0.000178699,3.3e-05,5.97e-08,NA,"Alcohol","P1E5"
"333","cg09646173",-0.000287911,5.32e-05,6.18e-08,NA,"Alcohol","P1E5"
"334","cg27020362",0.000194607,3.6e-05,6.26e-08,NA,"Alcohol","P1E5"
"335","cg06474661",-0.000128622,2.38e-05,6.38e-08,NA,"Alcohol","P1E5"
"336","cg24141382",-0.000150319,2.78e-05,6.43e-08,NA,"Alcohol","P1E5"
"337","cg02499214",-6.44e-05,1.19e-05,6.49e-08,NA,"Alcohol","P1E5"
"338","cg05751148",0.000134007,2.48e-05,6.5e-08,NA,"Alcohol","P1E5"
"339","cg08276755",-0.000159783,2.96e-05,6.54e-08,NA,"Alcohol","P1E5"
"340","cg11704631",-0.000321075,5.95e-05,6.7e-08,NA,"Alcohol","P1E5"
"341","cg06126421",-0.000286062,5.31e-05,6.99e-08,NA,"Alcohol","P1E5"
"342","cg07507418",-0.000193753,3.6e-05,7.15e-08,NA,"Alcohol","P1E5"
"343","cg16492851",0.000120033,2.23e-05,7.16e-08,NA,"Alcohol","P1E5"
"344","cg21201109",-0.000163329,3.03e-05,7.18e-08,NA,"Alcohol","P1E5"
"345","cg03877174",0.000131267,2.44e-05,7.3e-08,NA,"Alcohol","P1E5"
"346","cg00546117",-0.000207682,3.86e-05,7.33e-08,NA,"Alcohol","P1E5"
"347","cg21226442",-0.00023626,4.39e-05,7.37e-08,NA,"Alcohol","P1E5"
"348","cg20204986",-0.000178141,3.31e-05,7.5e-08,NA,"Alcohol","P1E5"
"349","cg03575969",-0.00016961,3.16e-05,7.87e-08,NA,"Alcohol","P1E5"
"350","cg23579062",-0.000141735,2.64e-05,7.97e-08,NA,"Alcohol","P1E5"
"351","cg19730982",9.62e-05,1.79e-05,8e-08,NA,"Alcohol","P1E5"
"352","cg07447742",-0.000216734,4.04e-05,8.12e-08,NA,"Alcohol","P1E5"
"353","cg17962756",-0.000403039,7.51e-05,8.18e-08,NA,"Alcohol","P1E5"
"354","cg24146100",-0.000229638,4.28e-05,8.25e-08,NA,"Alcohol","P1E5"
"355","cg01735398",-0.000227915,4.25e-05,8.36e-08,NA,"Alcohol","P1E5"
"356","cg07626482",-0.000335371,6.26e-05,8.39e-08,NA,"Alcohol","P1E5"
"357","cg02431260",-0.000438112,8.18e-05,8.42e-08,NA,"Alcohol","P1E5"
"358","cg01972009",-0.000190542,3.56e-05,8.47e-08,NA,"Alcohol","P1E5"
"359","cg05130679",-0.000190281,3.55e-05,8.57e-08,NA,"Alcohol","P1E5"
"360","cg21791017",-0.000191272,3.57e-05,8.69e-08,NA,"Alcohol","P1E5"
"361","cg14391586",-0.000187694,3.51e-05,8.81e-08,NA,"Alcohol","P1E5"
"362","cg09535960",0.000171727,3.21e-05,8.85e-08,NA,"Alcohol","P1E5"
"363","cg14051147",-0.000129371,2.42e-05,8.95e-08,NA,"Alcohol","P1E5"
"364","cg06799321",-0.000220922,4.13e-05,9.02e-08,NA,"Alcohol","P1E5"
"365","cg05356319",-0.000359577,6.73e-05,9.08e-08,NA,"Alcohol","P1E5"
"366","cg19030682",0.000178458,3.34e-05,9.22e-08,NA,"Alcohol","P1E5"
"367","cg03450635",-0.000225637,4.23e-05,9.44e-08,NA,"Alcohol","P1E5"
"368","cg22451412",0.000110606,2.07e-05,9.73e-08,NA,"Alcohol","P1E5"
"369","cg00313914",-0.000446595,8.38e-05,9.89e-08,NA,"Alcohol","P1E5"
"370","cg18763536",-0.000262462,4.93e-05,9.94e-08,NA,"Alcohol","P1E5"
"371","cg20359445",-0.000114991,2.16e-05,1.01e-07,NA,"Alcohol","P1E5"
"372","cg17478203",-0.000225473,4.24e-05,1.03e-07,NA,"Alcohol","P1E5"
"373","cg03781224",0.000149904,2.82e-05,1.03e-07,NA,"Alcohol","P1E5"
"374","cg08706907",-0.00010797,2.03e-05,1.03e-07,NA,"Alcohol","P1E5"
"375","cg06414073",-0.000126968,2.39e-05,1.04e-07,NA,"Alcohol","P1E5"
"376","cg16723994",-0.000139695,2.63e-05,1.05e-07,NA,"Alcohol","P1E5"
"377","cg16585234",-0.000193188,3.63e-05,1.06e-07,NA,"Alcohol","P1E5"
"378","cg24936980",-0.000177972,3.35e-05,1.06e-07,NA,"Alcohol","P1E5"
"379","cg04745384",-0.000188027,3.54e-05,1.06e-07,NA,"Alcohol","P1E5"
"380","cg24166814",-0.000130323,2.45e-05,1.06e-07,NA,"Alcohol","P1E5"
"381","cg09817016",-0.00025396,4.78e-05,1.07e-07,NA,"Alcohol","P1E5"
"382","cg09983216",-0.00033466,6.3e-05,1.1e-07,NA,"Alcohol","P1E5"
"383","cg25109663",-0.000154004,2.9e-05,1.13e-07,NA,"Alcohol","P1E5"
"384","cg22143387",0.000129927,2.45e-05,1.15e-07,NA,"Alcohol","P1E5"
"385","cg00764612",-0.000146688,2.77e-05,1.2e-07,NA,"Alcohol","P1E5"
"386","cg21975834",-0.000209226,3.96e-05,1.24e-07,NA,"Alcohol","P1E5"
"387","cg11869049",-0.000187659,3.55e-05,1.24e-07,NA,"Alcohol","P1E5"
"388","cg20305005",0.000217652,4.12e-05,1.24e-07,NA,"Alcohol","P1E5"
"389","cg16179607",-0.000147274,2.79e-05,1.25e-07,NA,"Alcohol","P1E5"
"390","cg13816423",-0.000317232,6.01e-05,1.31e-07,NA,"Alcohol","P1E5"
"391","cg20025238",-0.000141605,2.68e-05,1.33e-07,NA,"Alcohol","P1E5"
"392","cg13910681",-0.000155856,2.96e-05,1.35e-07,NA,"Alcohol","P1E5"
"393","cg10010533",-0.00018114,3.44e-05,1.35e-07,NA,"Alcohol","P1E5"
"394","cg19459094",-0.000104291,1.98e-05,1.38e-07,NA,"Alcohol","P1E5"
"395","cg11740570",-0.000105515,2e-05,1.38e-07,NA,"Alcohol","P1E5"
"396","cg00944304",-0.000190646,3.62e-05,1.39e-07,NA,"Alcohol","P1E5"
"397","cg12600749",0.000262563,4.99e-05,1.39e-07,NA,"Alcohol","P1E5"
"398","cg21194066",-0.000119981,2.28e-05,1.41e-07,NA,"Alcohol","P1E5"
"399","cg26983304",0.000134403,2.56e-05,1.46e-07,NA,"Alcohol","P1E5"
"400","cg11594821",-0.000182322,3.47e-05,1.47e-07,NA,"Alcohol","P1E5"
"401","cg07621224",-0.000242777,4.62e-05,1.47e-07,NA,"Alcohol","P1E5"
"402","cg18216249",-0.00019599,3.73e-05,1.51e-07,NA,"Alcohol","P1E5"
"403","cg10143507",-0.000352764,6.72e-05,1.52e-07,NA,"Alcohol","P1E5"
"404","cg08463932",-0.000104224,1.99e-05,1.53e-07,NA,"Alcohol","P1E5"
"405","cg21733098",-0.000376779,7.18e-05,1.54e-07,NA,"Alcohol","P1E5"
"406","cg17953300",0.00011855,2.26e-05,1.56e-07,NA,"Alcohol","P1E5"
"407","cg24198941",-0.00015148,2.89e-05,1.57e-07,NA,"Alcohol","P1E5"
"408","cg16269733",-0.000231624,4.42e-05,1.62e-07,NA,"Alcohol","P1E5"
"409","cg01209023",-0.00016117,3.08e-05,1.62e-07,NA,"Alcohol","P1E5"
"410","cg19411699",-0.000118707,2.27e-05,1.71e-07,NA,"Alcohol","P1E5"
"411","cg05845765",0.000131923,2.52e-05,1.72e-07,NA,"Alcohol","P1E5"
"412","cg25065097",-0.00020239,3.87e-05,1.73e-07,NA,"Alcohol","P1E5"
"413","cg20493718",0.000164655,3.15e-05,1.73e-07,NA,"Alcohol","P1E5"
"414","cg11127915",-0.000490542,9.4e-05,1.78e-07,NA,"Alcohol","P1E5"
"415","cg04682977",0.00012726,2.44e-05,1.8e-07,NA,"Alcohol","P1E5"
"416","cg03614916",-0.000212288,4.07e-05,1.81e-07,NA,"Alcohol","P1E5"
"417","cg04367503",-0.000590205,0.000113116,1.81e-07,NA,"Alcohol","P1E5"
"418","cg27460040",-0.000215394,4.13e-05,1.81e-07,NA,"Alcohol","P1E5"
"419","cg19169154",-0.000108354,2.08e-05,1.84e-07,NA,"Alcohol","P1E5"
"420","cg05303280",-0.000232339,4.46e-05,1.86e-07,NA,"Alcohol","P1E5"
"421","cg14920846",-0.000375848,7.21e-05,1.87e-07,NA,"Alcohol","P1E5"
"422","cg08170227",-0.000265347,5.09e-05,1.88e-07,NA,"Alcohol","P1E5"
"423","cg03996539",-0.000150211,2.88e-05,1.9e-07,NA,"Alcohol","P1E5"
"424","cg26614073",-0.000179772,3.45e-05,1.91e-07,NA,"Alcohol","P1E5"
"425","cg04843111",-0.00014864,2.85e-05,1.91e-07,NA,"Alcohol","P1E5"
"426","cg10502957",-0.000127794,2.45e-05,1.92e-07,NA,"Alcohol","P1E5"
"427","cg23983208",-0.000163774,3.15e-05,1.92e-07,NA,"Alcohol","P1E5"
"428","cg19087971",-0.00019678,3.78e-05,1.93e-07,NA,"Alcohol","P1E5"
"429","cg05249479",-7.11e-05,1.37e-05,1.93e-07,NA,"Alcohol","P1E5"
"430","cg07763231",-0.000163523,3.14e-05,1.95e-07,NA,"Alcohol","P1E5"
"431","cg01882991",-0.000244862,4.71e-05,1.96e-07,NA,"Alcohol","P1E5"
"432","cg11701312",-0.000152018,2.92e-05,1.99e-07,NA,"Alcohol","P1E5"
"433","cg27305510",-0.000151269,2.91e-05,2.02e-07,NA,"Alcohol","P1E5"
"434","cg02968508",-0.000114003,2.19e-05,2.03e-07,NA,"Alcohol","P1E5"
"435","cg04220047",-0.000209039,4.02e-05,2.06e-07,NA,"Alcohol","P1E5"
"436","cg20759281",-0.000194097,3.74e-05,2.12e-07,NA,"Alcohol","P1E5"
"437","cg14826797",-0.000167272,3.23e-05,2.16e-07,NA,"Alcohol","P1E5"
"438","cg04993130",-0.000186834,3.6e-05,2.16e-07,NA,"Alcohol","P1E5"
"439","cg03928546",-0.000175559,3.39e-05,2.2e-07,NA,"Alcohol","P1E5"
"440","cg02225847",-0.000129516,2.5e-05,2.21e-07,NA,"Alcohol","P1E5"
"441","cg09981830",-0.000197694,3.82e-05,2.22e-07,NA,"Alcohol","P1E5"
"442","cg11613559",-0.000393292,7.6e-05,2.24e-07,NA,"Alcohol","P1E5"
"443","cg01328473",-0.000244866,4.73e-05,2.24e-07,NA,"Alcohol","P1E5"
"444","cg26167841",-0.000200823,3.88e-05,2.33e-07,NA,"Alcohol","P1E5"
"445","cg14741228",-0.000202208,3.91e-05,2.33e-07,NA,"Alcohol","P1E5"
"446","cg15863539",7.55e-05,1.46e-05,2.34e-07,NA,"Alcohol","P1E5"
"447","cg15802323",-0.000115433,2.23e-05,2.4e-07,NA,"Alcohol","P1E5"
"448","cg05205842",-0.000232209,4.5e-05,2.41e-07,NA,"Alcohol","P1E5"
"449","cg06874016",-0.000134207,2.6e-05,2.51e-07,NA,"Alcohol","P1E5"
"450","cg02212339",9.76e-05,1.89e-05,2.56e-07,NA,"Alcohol","P1E5"
"451","cg04994761",-0.000142989,2.77e-05,2.56e-07,NA,"Alcohol","P1E5"
"452","cg19370689",-0.000138852,2.7e-05,2.65e-07,NA,"Alcohol","P1E5"
"453","cg10850792",0.00012156,2.36e-05,2.67e-07,NA,"Alcohol","P1E5"
"454","cg05551003",-0.00015726,3.06e-05,2.75e-07,NA,"Alcohol","P1E5"
"455","cg13238479",-0.000242315,4.72e-05,2.79e-07,NA,"Alcohol","P1E5"
"456","cg07856667",-0.000265283,5.17e-05,2.84e-07,NA,"Alcohol","P1E5"
"457","cg09879794",-0.000180716,3.52e-05,2.88e-07,NA,"Alcohol","P1E5"
"458","cg03704673",-0.000364365,7.1e-05,2.89e-07,NA,"Alcohol","P1E5"
"459","cg16260349",-0.000284625,5.55e-05,2.95e-07,NA,"Alcohol","P1E5"
"460","cg06826457",-0.000273926,5.34e-05,2.96e-07,NA,"Alcohol","P1E5"
"461","cg03584056",-0.000109325,2.13e-05,2.98e-07,NA,"Alcohol","P1E5"
"462","cg27653384",0.000163466,3.19e-05,3e-07,NA,"Alcohol","P1E5"
"463","cg05143694",-0.000208319,4.07e-05,3.02e-07,NA,"Alcohol","P1E5"
"464","cg11152412",6.64e-05,1.3e-05,3.04e-07,NA,"Alcohol","P1E5"
"465","cg05417607",8.77e-05,1.71e-05,3.06e-07,NA,"Alcohol","P1E5"
"466","cg13981001",-0.000183565,3.59e-05,3.06e-07,NA,"Alcohol","P1E5"
"467","cg01941278",-0.000104375,2.04e-05,3.06e-07,NA,"Alcohol","P1E5"
"468","cg00944421",-0.000506032,9.89e-05,3.15e-07,NA,"Alcohol","P1E5"
"469","cg00422488",-0.000193042,3.78e-05,3.18e-07,NA,"Alcohol","P1E5"
"470","cg27241845",-0.000367193,7.19e-05,3.25e-07,NA,"Alcohol","P1E5"
"471","cg10189135",-0.0001211,2.37e-05,3.26e-07,NA,"Alcohol","P1E5"
"472","cg00504285",0.000118048,2.31e-05,3.31e-07,NA,"Alcohol","P1E5"
"473","cg13724812",-0.000334292,6.55e-05,3.31e-07,NA,"Alcohol","P1E5"
"474","cg23051123",-0.000114708,2.25e-05,3.32e-07,NA,"Alcohol","P1E5"
"475","cg15667493",-0.000141532,2.77e-05,3.35e-07,NA,"Alcohol","P1E5"
"476","cg00022101",-0.000132702,2.6e-05,3.36e-07,NA,"Alcohol","P1E5"
"477","cg12582959",-0.000162877,3.19e-05,3.42e-07,NA,"Alcohol","P1E5"
"478","cg20822990",-0.000182547,3.58e-05,3.44e-07,NA,"Alcohol","P1E5"
"479","cg20033981",-0.000228684,4.49e-05,3.45e-07,NA,"Alcohol","P1E5"
"480","cg00505001",-0.000149891,2.94e-05,3.49e-07,NA,"Alcohol","P1E5"
"481","cg20792833",0.00015098,2.96e-05,3.5e-07,NA,"Alcohol","P1E5"
"482","cg20666585",0.000100283,1.97e-05,3.58e-07,NA,"Alcohol","P1E5"
"483","cg09871637",-0.000174065,3.42e-05,3.58e-07,NA,"Alcohol","P1E5"
"484","cg04078118",-0.0001328,2.61e-05,3.6e-07,NA,"Alcohol","P1E5"
"485","cg17877600",-0.000149736,2.94e-05,3.61e-07,NA,"Alcohol","P1E5"
"486","cg27537628",-0.000139658,2.74e-05,3.62e-07,NA,"Alcohol","P1E5"
"487","cg18034719",9.32e-05,1.83e-05,3.71e-07,NA,"Alcohol","P1E5"
"488","cg24002003",0.000213066,4.2e-05,3.8e-07,NA,"Alcohol","P1E5"
"489","cg27590407",-0.000133134,2.62e-05,3.81e-07,NA,"Alcohol","P1E5"
"490","cg11136562",-0.000129915,2.56e-05,3.96e-07,NA,"Alcohol","P1E5"
"491","cg20802255",-7.96e-05,1.57e-05,4e-07,NA,"Alcohol","P1E5"
"492","cg05437692",-0.000159471,3.15e-05,4.04e-07,NA,"Alcohol","P1E5"
"493","cg27395200",-0.000217506,4.29e-05,4.05e-07,NA,"Alcohol","P1E5"
"494","cg11903133",-0.00012142,2.4e-05,4.1e-07,NA,"Alcohol","P1E5"
"495","cg26572811",-0.000201464,3.98e-05,4.11e-07,NA,"Alcohol","P1E5"
"496","cg14781394",-0.000224547,4.44e-05,4.13e-07,NA,"Alcohol","P1E5"
"497","cg04577162",-0.000192661,3.81e-05,4.15e-07,NA,"Alcohol","P1E5"
"498","cg16926809",-0.000169593,3.35e-05,4.18e-07,NA,"Alcohol","P1E5"
"499","cg23273809",-0.00012275,2.43e-05,4.38e-07,NA,"Alcohol","P1E5"
"500","cg18404652",-0.000136472,2.7e-05,4.49e-07,NA,"Alcohol","P1E5"
"501","cg14458815",-0.000131124,2.6e-05,4.51e-07,NA,"Alcohol","P1E5"
"502","cg23831876",-0.000189165,3.75e-05,4.68e-07,NA,"Alcohol","P1E5"
"503","cg03912703",-0.00020059,3.98e-05,4.68e-07,NA,"Alcohol","P1E5"
"504","cg12649208",9.42e-05,1.87e-05,4.68e-07,NA,"Alcohol","P1E5"
"505","cg19862899",-0.000168648,3.35e-05,4.69e-07,NA,"Alcohol","P1E5"
"506","cg03725309",-0.000234124,4.65e-05,4.7e-07,NA,"Alcohol","P1E5"
"507","cg05208396",-0.000115932,2.3e-05,4.75e-07,NA,"Alcohol","P1E5"
"508","cg20338754",-0.00020509,4.07e-05,4.76e-07,NA,"Alcohol","P1E5"
"509","cg11255208",-0.00012817,2.55e-05,4.92e-07,NA,"Alcohol","P1E5"
"510","cg20388732",-5.45e-05,1.08e-05,5.06e-07,NA,"Alcohol","P1E5"
"511","cg27140633",-0.000104188,2.07e-05,5.07e-07,NA,"Alcohol","P1E5"
"512","cg04850999",-0.000269722,5.37e-05,5.14e-07,NA,"Alcohol","P1E5"
"513","cg17493885",-0.000594531,0.000118551,5.3e-07,NA,"Alcohol","P1E5"
"514","cg07015886",-0.000148847,2.97e-05,5.36e-07,NA,"Alcohol","P1E5"
"515","cg19757176",-0.000233719,4.66e-05,5.42e-07,NA,"Alcohol","P1E5"
"516","cg19909036",-0.000208726,4.17e-05,5.46e-07,NA,"Alcohol","P1E5"
"517","cg00451635",-0.000129142,2.58e-05,5.46e-07,NA,"Alcohol","P1E5"
"518","cg17953385",-0.000112501,2.25e-05,5.49e-07,NA,"Alcohol","P1E5"
"519","cg27168573",-0.000145201,2.9e-05,5.6e-07,NA,"Alcohol","P1E5"
"520","cg14514120",-0.000121499,2.43e-05,5.65e-07,NA,"Alcohol","P1E5"
"521","cg09999582",-0.000121728,2.43e-05,5.74e-07,NA,"Alcohol","P1E5"
"522","cg11307565",-0.000103273,2.07e-05,5.75e-07,NA,"Alcohol","P1E5"
"523","cg22851200",-0.000215951,4.32e-05,5.84e-07,NA,"Alcohol","P1E5"
"524","cg10242763",-0.000117842,2.36e-05,5.86e-07,NA,"Alcohol","P1E5"
"525","cg07714319",-0.000306914,6.14e-05,5.86e-07,NA,"Alcohol","P1E5"
"526","cg03013276",-0.000196633,3.94e-05,5.86e-07,NA,"Alcohol","P1E5"
"527","cg05142617",-0.000130602,2.62e-05,5.93e-07,NA,"Alcohol","P1E5"
"528","cg00937359",-0.000139841,2.8e-05,5.95e-07,NA,"Alcohol","P1E5"
"529","cg14170999",-0.000368153,7.37e-05,5.96e-07,NA,"Alcohol","P1E5"
"530","cg10665891",0.000260037,5.21e-05,5.97e-07,NA,"Alcohol","P1E5"
"531","cg21566642",-0.000640828,0.000128433,6.05e-07,NA,"Alcohol","P1E5"
"532","cg14236443",-0.000136095,2.73e-05,6.1e-07,NA,"Alcohol","P1E5"
"533","cg00213142",0.000142184,2.85e-05,6.12e-07,NA,"Alcohol","P1E5"
"534","cg05575921",-0.0005272,0.000105721,6.14e-07,NA,"Alcohol","P1E5"
"535","cg19674091",-0.000228019,4.57e-05,6.17e-07,NA,"Alcohol","P1E5"
"536","cg18660898",-0.000139912,2.81e-05,6.24e-07,NA,"Alcohol","P1E5"
"537","cg19595760",-0.000137383,2.76e-05,6.45e-07,NA,"Alcohol","P1E5"
"538","cg02375166",-0.00024173,4.86e-05,6.5e-07,NA,"Alcohol","P1E5"
"539","cg04065086",-0.000213057,4.28e-05,6.6e-07,NA,"Alcohol","P1E5"
"540","cg25243766",-0.000163558,3.29e-05,6.64e-07,NA,"Alcohol","P1E5"
"541","cg09308580",-0.000174315,3.51e-05,6.66e-07,NA,"Alcohol","P1E5"
"542","cg20303561",-0.000201889,4.06e-05,6.67e-07,NA,"Alcohol","P1E5"
"543","cg14369329",-0.000156994,3.16e-05,6.72e-07,NA,"Alcohol","P1E5"
"544","cg05974580",-0.000167731,3.38e-05,6.77e-07,NA,"Alcohol","P1E5"
"545","cg17105139",-0.000274545,5.53e-05,6.79e-07,NA,"Alcohol","P1E5"
"546","cg25013303",-9.11e-05,1.84e-05,6.82e-07,NA,"Alcohol","P1E5"
"547","cg06010163",-0.000231072,4.65e-05,6.82e-07,NA,"Alcohol","P1E5"
"548","cg24603113",-0.000138495,2.79e-05,6.89e-07,NA,"Alcohol","P1E5"
"549","cg17425590",0.000143108,2.88e-05,6.9e-07,NA,"Alcohol","P1E5"
"550","cg12194745",-0.000160372,3.23e-05,6.91e-07,NA,"Alcohol","P1E5"
"551","cg26850469",-0.000144029,2.9e-05,6.97e-07,NA,"Alcohol","P1E5"
"552","cg07515565",-0.000197576,3.98e-05,7.08e-07,NA,"Alcohol","P1E5"
"553","cg16882373",-0.000167324,3.37e-05,7.08e-07,NA,"Alcohol","P1E5"
"554","cg17930194",-0.000379958,7.66e-05,7.09e-07,NA,"Alcohol","P1E5"
"555","cg19808047",0.000115867,2.34e-05,7.11e-07,NA,"Alcohol","P1E5"
"556","cg23233742",-0.000153533,3.1e-05,7.12e-07,NA,"Alcohol","P1E5"
"557","cg01614597",-3.91e-05,7.88e-06,7.15e-07,NA,"Alcohol","P1E5"
"558","cg05242244",-0.000190102,3.84e-05,7.17e-07,NA,"Alcohol","P1E5"
"559","cg14557185",-0.000305302,6.16e-05,7.33e-07,NA,"Alcohol","P1E5"
"560","cg00451105",-0.000157381,3.18e-05,7.39e-07,NA,"Alcohol","P1E5"
"561","cg22407942",-0.000273697,5.53e-05,7.42e-07,NA,"Alcohol","P1E5"
"562","cg26841068",-0.00029178,5.9e-05,7.45e-07,NA,"Alcohol","P1E5"
"563","cg20732160",-0.000200227,4.05e-05,7.48e-07,NA,"Alcohol","P1E5"
"564","cg18057618",-9.78e-05,1.98e-05,7.53e-07,NA,"Alcohol","P1E5"
"565","cg25112191",-0.000128349,2.59e-05,7.56e-07,NA,"Alcohol","P1E5"
"566","cg01084740",-0.000235477,4.76e-05,7.65e-07,NA,"Alcohol","P1E5"
"567","cg13985437",-0.000147614,2.99e-05,7.66e-07,NA,"Alcohol","P1E5"
"568","cg13522406",-0.00016957,3.43e-05,7.68e-07,NA,"Alcohol","P1E5"
"569","cg06346505",-0.000156832,3.17e-05,7.7e-07,NA,"Alcohol","P1E5"
"570","cg06808571",-0.000129377,2.62e-05,7.73e-07,NA,"Alcohol","P1E5"
"571","cg01076874",-0.00014012,2.84e-05,7.79e-07,NA,"Alcohol","P1E5"
"572","cg24332710",-0.000280198,5.68e-05,8.02e-07,NA,"Alcohol","P1E5"
"573","cg14438453",-0.00018658,3.78e-05,8.04e-07,NA,"Alcohol","P1E5"
"574","cg03014934",-0.000285352,5.79e-05,8.23e-07,NA,"Alcohol","P1E5"
"575","cg16141056",-0.000140352,2.85e-05,8.25e-07,NA,"Alcohol","P1E5"
"576","cg25537245",-6.81e-05,1.38e-05,8.28e-07,NA,"Alcohol","P1E5"
"577","cg18569661",-0.000120109,2.44e-05,8.31e-07,NA,"Alcohol","P1E5"
"578","cg20294304",-0.000284773,5.78e-05,8.35e-07,NA,"Alcohol","P1E5"
"579","cg15022400",-0.000161068,3.27e-05,8.39e-07,NA,"Alcohol","P1E5"
"580","cg14473904",-9.16e-05,1.86e-05,8.46e-07,NA,"Alcohol","P1E5"
"581","cg18241337",-0.000205464,4.17e-05,8.55e-07,NA,"Alcohol","P1E5"
"582","cg08956463",-0.000128831,2.62e-05,8.57e-07,NA,"Alcohol","P1E5"
"583","cg12072028",-0.000300476,6.11e-05,8.64e-07,NA,"Alcohol","P1E5"
"584","cg17501906",-0.000118849,2.42e-05,8.72e-07,NA,"Alcohol","P1E5"
"585","cg18933331",-0.000182348,3.71e-05,8.85e-07,NA,"Alcohol","P1E5"
"586","cg12499872",-0.000204056,4.15e-05,8.85e-07,NA,"Alcohol","P1E5"
"587","cg08301612",-0.000288083,5.86e-05,8.92e-07,NA,"Alcohol","P1E5"
"588","cg11351527",8.69e-05,1.77e-05,8.99e-07,NA,"Alcohol","P1E5"
"589","cg10148764",-0.00013748,2.8e-05,9.03e-07,NA,"Alcohol","P1E5"
"590","cg03668103",-0.000151629,3.09e-05,9.07e-07,NA,"Alcohol","P1E5"
"591","cg00303210",-0.000174138,3.55e-05,9.09e-07,NA,"Alcohol","P1E5"
"592","cg05997793",-0.000149703,3.05e-05,9.22e-07,NA,"Alcohol","P1E5"
"593","cg10416593",-0.000270416,5.51e-05,9.3e-07,NA,"Alcohol","P1E5"
"594","cg22512830",-0.000163687,3.34e-05,9.31e-07,NA,"Alcohol","P1E5"
"595","cg05110943",-0.000215854,4.4e-05,9.35e-07,NA,"Alcohol","P1E5"
"596","cg01381586",-0.000128778,2.63e-05,9.46e-07,NA,"Alcohol","P1E5"
"597","cg17598574",-0.000143228,2.92e-05,9.49e-07,NA,"Alcohol","P1E5"
"598","cg12105190",-0.000165051,3.37e-05,9.63e-07,NA,"Alcohol","P1E5"
"599","cg17055207",7.14e-05,1.46e-05,9.64e-07,NA,"Alcohol","P1E5"
"600","cg08498833",-0.000110654,2.26e-05,9.75e-07,NA,"Alcohol","P1E5"
"601","cg00252472",-0.000406093,8.29e-05,9.8e-07,NA,"Alcohol","P1E5"
"602","cg02744588",-0.000163493,3.34e-05,9.81e-07,NA,"Alcohol","P1E5"
"603","cg07529392",-0.000296151,6.05e-05,9.84e-07,NA,"Alcohol","P1E5"
"604","cg10784813",-0.00020208,4.13e-05,1.01e-06,NA,"Alcohol","P1E5"
"605","cg14186846",-0.000181571,3.71e-05,1.02e-06,NA,"Alcohol","P1E5"
"606","cg16054275",-0.000149085,3.05e-05,1.03e-06,NA,"Alcohol","P1E5"
