"","CpG","Beta","SE","P","FDR","Trait","threshold"
"5596","cg09940677",0.0081,9e-04,1e-18,3.2e-15,"smoking","F01"
"5597","cg24049050",-0.0102,0.0012,1e-18,3.2e-15,"smoking","F01"
"5598","cg14624207",-0.0212,0.0024,1e-18,3.2e-15,"smoking","F01"
"5599","cg08763102",-0.0124,0.0014,1.2e-18,3.8e-15,"smoking","F01"
"5600","cg12303084",-0.0171,0.0019,1.4e-18,4.2e-15,"smoking","F01"
"5601","cg23161492",-0.0403,0.0046,1.4e-18,4.5e-15,"smoking","F01"
"5602","cg22851200",-0.018,0.0021,1.5e-18,4.5e-15,"smoking","F01"
"5603","cg11207515",0.0431,0.0049,1.5e-18,4.7e-15,"smoking","F01"
"5604","cg03280235",-0.0087,0.001,1.6e-18,4.9e-15,"smoking","F01"
"5605","cg02462416",-0.02,0.0023,1.7e-18,5.1e-15,"smoking","F01"
"5606","cg03536711",0.0175,0.002,1.7e-18,5.1e-15,"smoking","F01"
"5607","cg00138101",0.0064,7e-04,1.8e-18,5.3e-15,"smoking","F01"
"5608","cg02654940",-0.0095,0.0011,1.9e-18,5.7e-15,"smoking","F01"
"5609","cg05389935",-0.0074,8e-04,2e-18,5.9e-15,"smoking","F01"
"5610","cg00499237",-0.0083,0.001,2.3e-18,6.6e-15,"smoking","F01"
"5611","cg14012925",0.0153,0.0018,2.4e-18,6.9e-15,"smoking","F01"
"5612","cg14142087",0.0151,0.0017,2.4e-18,7e-15,"smoking","F01"
"5613","cg00871610",-0.0221,0.0025,2.6e-18,7.3e-15,"smoking","F01"
"5614","cg12806681",-0.0187,0.0021,2.6e-18,7.3e-15,"smoking","F01"
"5615","cg08035323",0.0313,0.0036,2.9e-18,8.2e-15,"smoking","F01"
"5616","cg08305533",0.0148,0.0017,3.1e-18,8.7e-15,"smoking","F01"
"5617","cg13985198",-0.0094,0.0011,3.3e-18,9e-15,"smoking","F01"
"5618","cg21322436",-0.0315,0.0036,3.5e-18,9.7e-15,"smoking","F01"
"5619","cg04299274",-0.0085,0.001,3.9e-18,1e-14,"smoking","F01"
"5620","cg20897136",-0.0101,0.0012,3.9e-18,1e-14,"smoking","F01"
"5621","cg24715735",0.0065,7e-04,4e-18,1.1e-14,"smoking","F01"
"5622","cg10717312",0.0178,0.0021,4.7e-18,1.3e-14,"smoking","F01"
"5623","cg18216249",-0.0076,9e-04,5.3e-18,1.4e-14,"smoking","F01"
"5624","cg10691866",-0.0305,0.0035,5.4e-18,1.4e-14,"smoking","F01"
"5625","cg04543273",0.0065,8e-04,5.4e-18,1.4e-14,"smoking","F01"
"5626","cg26954197",0.0071,8e-04,5.6e-18,1.5e-14,"smoking","F01"
"5627","cg24323726",-0.009,0.001,5.7e-18,1.5e-14,"smoking","F01"
"5628","cg06901890",-0.0102,0.0012,6.3e-18,1.6e-14,"smoking","F01"
"5629","cg23771366",-0.0362,0.0042,7.5e-18,1.9e-14,"smoking","F01"
"5630","cg00639656",-0.0084,0.001,7.6e-18,1.9e-14,"smoking","F01"
"5631","cg18476604",-0.008,9e-04,7.8e-18,2e-14,"smoking","F01"
"5632","cg26126879",0.0103,0.0012,8e-18,2e-14,"smoking","F01"
"5633","cg14753356",-0.0378,0.0044,9.2e-18,2.3e-14,"smoking","F01"
"5634","cg17924476",0.0335,0.0039,9.3e-18,2.3e-14,"smoking","F01"
"5635","cg18451588",-0.0186,0.0022,9.3e-18,2.3e-14,"smoking","F01"
"5636","cg27514333",-0.01,0.0012,1e-17,2.5e-14,"smoking","F01"
"5637","cg02736016",0.0106,0.0012,1.1e-17,2.8e-14,"smoking","F01"
"5638","cg07941108",-0.0132,0.0015,1.2e-17,2.9e-14,"smoking","F01"
"5639","cg07057831",-0.0107,0.0013,1.2e-17,3e-14,"smoking","F01"
"5640","cg04180046",0.0351,0.0041,1.3e-17,3.1e-14,"smoking","F01"
"5641","cg07090714",-0.0185,0.0022,1.4e-17,3.4e-14,"smoking","F01"
"5642","cg15342087",-0.0306,0.0036,1.6e-17,3.9e-14,"smoking","F01"
"5643","cg20772590",-0.0082,0.001,1.6e-17,3.9e-14,"smoking","F01"
"5644","cg19935065",0.0128,0.0015,1.7e-17,4e-14,"smoking","F01"
"5645","cg15029032",0.0138,0.0016,1.9e-17,4.4e-14,"smoking","F01"
"5646","cg03059073",0.0135,0.0016,2.1e-17,4.7e-14,"smoking","F01"
"5647","cg11961495",-0.0149,0.0018,2.1e-17,4.9e-14,"smoking","F01"
"5648","cg01022370",-0.0067,8e-04,2.3e-17,5.2e-14,"smoking","F01"
"5649","cg05906166",-0.0267,0.0031,2.5e-17,5.6e-14,"smoking","F01"
"5650","cg07839313",-0.0096,0.0011,2.7e-17,6e-14,"smoking","F01"
"5651","cg23079012",-0.0223,0.0026,2.7e-17,6.1e-14,"smoking","F01"
"5652","cg09935388",-0.0832,0.0099,3.1e-17,7e-14,"smoking","F01"
"5653","cg05886626",-0.0144,0.0017,3.6e-17,7.9e-14,"smoking","F01"
"5654","cg00207731",-0.0124,0.0015,3.6e-17,7.9e-14,"smoking","F01"
"5655","cg13038618",-0.0245,0.0029,4e-17,8.9e-14,"smoking","F01"
"5656","cg00668559",-0.0103,0.0012,4.3e-17,9.4e-14,"smoking","F01"
"5657","cg13855261",-0.0084,0.001,4.3e-17,9.4e-14,"smoking","F01"
"5658","cg16254756",-0.011,0.0013,4.5e-17,9.8e-14,"smoking","F01"
"5659","cg19046189",0.0078,9e-04,4.7e-17,1e-13,"smoking","F01"
"5660","cg16786458",0.0177,0.0021,4.7e-17,1e-13,"smoking","F01"
"5661","cg08928675",-0.0153,0.0018,5.3e-17,1.1e-13,"smoking","F01"
"5662","cg17287155",-0.0268,0.0032,5.4e-17,1.1e-13,"smoking","F01"
"5663","cg04086928",-0.0082,0.001,6e-17,1.3e-13,"smoking","F01"
"5664","cg13985437",-0.0143,0.0017,6.3e-17,1.3e-13,"smoking","F01"
"5665","cg23606396",0.0107,0.0013,6.7e-17,1.4e-13,"smoking","F01"
"5666","cg04232972",-0.0153,0.0018,7e-17,1.5e-13,"smoking","F01"
"5667","cg00071265",-0.0091,0.0011,7.5e-17,1.6e-13,"smoking","F01"
"5668","cg06635952",0.0213,0.0026,7.6e-17,1.6e-13,"smoking","F01"
"5669","cg24049493",0.0464,0.0056,7.8e-17,1.6e-13,"smoking","F01"
"5670","cg05273302",-0.0135,0.0016,8.4e-17,1.7e-13,"smoking","F01"
"5671","cg26728709",0.0121,0.0015,9.4e-17,1.9e-13,"smoking","F01"
"5672","cg07069636",-0.0174,0.0021,1e-16,2e-13,"smoking","F01"
"5673","cg16178855",0.0089,0.0011,1.1e-16,2.1e-13,"smoking","F01"
"5674","cg06065019",-0.0134,0.0016,1.2e-16,2.4e-13,"smoking","F01"
"5675","cg18642234",-0.0167,0.002,1.2e-16,2.5e-13,"smoking","F01"
"5676","cg03358636",-0.0217,0.0026,1.3e-16,2.5e-13,"smoking","F01"
"5677","cg18132076",0.0092,0.0011,1.4e-16,2.7e-13,"smoking","F01"
"5678","cg23067299",0.009,0.0011,1.5e-16,3e-13,"smoking","F01"
"5679","cg15937073",0.0286,0.0035,1.6e-16,3.2e-13,"smoking","F01"
"5680","cg16526047",-0.0131,0.0016,1.7e-16,3.2e-13,"smoking","F01"
"5681","cg23685969",-0.0072,9e-04,1.9e-16,3.7e-13,"smoking","F01"
"5682","cg17024919",-0.0351,0.0043,2.1e-16,4e-13,"smoking","F01"
"5683","cg09662411",-0.0323,0.0039,2.2e-16,4.3e-13,"smoking","F01"
"5684","cg02657160",-0.0158,0.0019,2.4e-16,4.5e-13,"smoking","F01"
"5685","cg07807026",0.0067,8e-04,2.6e-16,4.8e-13,"smoking","F01"
"5686","cg07924081",0.0072,9e-04,2.6e-16,4.8e-13,"smoking","F01"
"5687","cg03991871",-0.0379,0.0046,2.6e-16,4.9e-13,"smoking","F01"
"5688","cg16924010",0.0086,0.0011,2.9e-16,5.4e-13,"smoking","F01"
"5689","cg01015663",-0.0131,0.0016,3.1e-16,5.8e-13,"smoking","F01"
"5690","cg04211179",-0.0104,0.0013,3.2e-16,5.9e-13,"smoking","F01"
"5691","cg11105358",0.0065,8e-04,3.3e-16,6.1e-13,"smoking","F01"
"5692","cg14371731",0.0291,0.0036,3.5e-16,6.5e-13,"smoking","F01"
"5693","cg17372758",-0.0098,0.0012,4e-16,7.3e-13,"smoking","F01"
"5694","cg13645530",0.0122,0.0015,4e-16,7.3e-13,"smoking","F01"
"5695","cg07626482",-0.0129,0.0016,4.1e-16,7.4e-13,"smoking","F01"
"5696","cg26878655",-0.0129,0.0016,4.2e-16,7.7e-13,"smoking","F01"
"5697","cg13184736",-0.0424,0.0052,4.3e-16,7.7e-13,"smoking","F01"
"5698","cg10850792",0.0097,0.0012,4.4e-16,7.9e-13,"smoking","F01"
"5699","cg25305703",-0.035,0.0043,5.9e-16,1.1e-12,"smoking","F01"
"5700","cg09540102",-0.0158,0.002,6.5e-16,1.2e-12,"smoking","F01"
"5701","cg12800803",-0.0072,9e-04,6.7e-16,1.2e-12,"smoking","F01"
"5702","cg17098103",0.0082,0.001,7.2e-16,1.3e-12,"smoking","F01"
"5703","cg01692968",-0.033,0.0041,7.4e-16,1.3e-12,"smoking","F01"
"5704","cg06477444",-0.0044,5e-04,7.5e-16,1.3e-12,"smoking","F01"
"5705","cg23127986",0.0063,8e-04,7.7e-16,1.3e-12,"smoking","F01"
"5706","cg15339249",0.0069,9e-04,8e-16,1.4e-12,"smoking","F01"
"5707","cg16357921",0.0061,8e-04,8.1e-16,1.4e-12,"smoking","F01"
"5708","cg05055821",0.006,8e-04,8.8e-16,1.5e-12,"smoking","F01"
"5709","cg24807889",-0.0094,0.0012,8.8e-16,1.5e-12,"smoking","F01"
"5710","cg19804488",-0.0094,0.0012,8.8e-16,1.5e-12,"smoking","F01"
"5711","cg00871371",-0.0095,0.0012,8.8e-16,1.5e-12,"smoking","F01"
"5712","cg07177756",-0.0167,0.0021,9.5e-16,1.6e-12,"smoking","F01"
"5713","cg00442389",-0.0098,0.0012,9.6e-16,1.6e-12,"smoking","F01"
"5714","cg01731783",-0.0144,0.0018,1.1e-15,1.8e-12,"smoking","F01"
"5715","cg14580211",-0.0333,0.0042,1.1e-15,1.8e-12,"smoking","F01"
"5716","cg06096336",-0.0177,0.0022,1.1e-15,1.8e-12,"smoking","F01"
"5717","cg01899089",-0.0316,0.0039,1.1e-15,1.8e-12,"smoking","F01"
"5718","cg25955180",0.0101,0.0013,1.1e-15,1.8e-12,"smoking","F01"
"5719","cg01993576",-0.0078,0.001,1.1e-15,1.9e-12,"smoking","F01"
"5720","cg26599989",0.0125,0.0016,1.2e-15,1.9e-12,"smoking","F01"
"5721","cg06537333",0.005,6e-04,1.3e-15,2e-12,"smoking","F01"
"5722","cg22871253",-0.0109,0.0014,1.3e-15,2.1e-12,"smoking","F01"
"5723","cg11323506",0.0084,0.0011,1.3e-15,2.1e-12,"smoking","F01"
"5724","cg13039251",0.0304,0.0038,1.4e-15,2.2e-12,"smoking","F01"
"5725","cg01293143",-0.0081,0.001,1.4e-15,2.3e-12,"smoking","F01"
"5726","cg12876356",-0.0573,0.0072,1.5e-15,2.4e-12,"smoking","F01"
"5727","cg19089201",0.0312,0.0039,1.6e-15,2.5e-12,"smoking","F01"
"5728","cg23061027",0.0114,0.0014,1.8e-15,2.8e-12,"smoking","F01"
"5729","cg12979844",0.0123,0.0015,1.9e-15,3e-12,"smoking","F01"
"5730","cg10580293",-0.0132,0.0017,2.1e-15,3.3e-12,"smoking","F01"
"5731","cg03274391",0.0727,0.0092,2.2e-15,3.5e-12,"smoking","F01"
"5732","cg18704527",0.0145,0.0018,2.4e-15,3.7e-12,"smoking","F01"
"5733","cg21393163",-0.0136,0.0017,2.4e-15,3.8e-12,"smoking","F01"
"5734","cg00501876",-0.0222,0.0028,2.5e-15,3.9e-12,"smoking","F01"
"5735","cg10858945",0.0077,0.001,2.5e-15,3.9e-12,"smoking","F01"
"5736","cg01744331",-0.0135,0.0017,2.6e-15,4e-12,"smoking","F01"
"5737","cg02186444",0.0151,0.0019,2.6e-15,4.1e-12,"smoking","F01"
"5738","cg00230183",0.0088,0.0011,2.7e-15,4.1e-12,"smoking","F01"
"5739","cg13399816",-0.0213,0.0027,2.8e-15,4.3e-12,"smoking","F01"
"5740","cg26669717",-0.012,0.0015,3e-15,4.6e-12,"smoking","F01"
"5741","cg11624345",-0.0109,0.0014,3.1e-15,4.6e-12,"smoking","F01"
"5742","cg11198596",-0.0137,0.0017,3.1e-15,4.7e-12,"smoking","F01"
"5743","cg11066209",-0.0054,7e-04,3.2e-15,4.8e-12,"smoking","F01"
"5744","cg14841514",-0.0055,7e-04,3.7e-15,5.5e-12,"smoking","F01"
"5745","cg26510500",-0.0025,3e-04,3.7e-15,5.5e-12,"smoking","F01"
"5746","cg07465627",-0.0136,0.0017,3.8e-15,5.6e-12,"smoking","F01"
"5747","cg19375644",0.0069,9e-04,4e-15,6e-12,"smoking","F01"
"5748","cg13543915",-0.0132,0.0017,4.1e-15,6e-12,"smoking","F01"
"5749","cg01268763",-0.0144,0.0018,4.1e-15,6e-12,"smoking","F01"
"5750","cg08058672",-0.0037,5e-04,4.2e-15,6.2e-12,"smoking","F01"
"5751","cg02431562",-0.0064,8e-04,4.5e-15,6.5e-12,"smoking","F01"
"5752","cg26950531",0.0187,0.0024,4.6e-15,6.7e-12,"smoking","F01"
"5753","cg18146737",-0.0519,0.0066,4.8e-15,6.9e-12,"smoking","F01"
"5754","cg18780100",0.0095,0.0012,5.3e-15,7.6e-12,"smoking","F01"
"5755","cg07660627",0.0136,0.0017,5.4e-15,7.8e-12,"smoking","F01"
"5756","cg20295214",-0.0178,0.0023,5.5e-15,7.9e-12,"smoking","F01"
"5757","cg05339037",-0.0143,0.0018,6.1e-15,8.7e-12,"smoking","F01"
"5758","cg23219570",0.013,0.0017,6.3e-15,8.9e-12,"smoking","F01"
"5759","cg09099830",-0.0224,0.0029,6.4e-15,9.1e-12,"smoking","F01"
"5760","cg13185177",0.0233,0.003,6.5e-15,9.1e-12,"smoking","F01"
"5761","cg07413467",0.0127,0.0016,6.9e-15,9.7e-12,"smoking","F01"
"5762","cg09636313",0.0158,0.002,6.9e-15,9.7e-12,"smoking","F01"
"5763","cg14120703",-0.0098,0.0013,7e-15,9.8e-12,"smoking","F01"
"5764","cg20141108",0.0094,0.0012,7.3e-15,1e-11,"smoking","F01"
"5765","cg07992484",-0.0112,0.0014,7.4e-15,1e-11,"smoking","F01"
"5766","cg04944536",0.0101,0.0013,7.4e-15,1e-11,"smoking","F01"
"5767","cg26242531",0.0163,0.0021,7.8e-15,1.1e-11,"smoking","F01"
"5768","cg03292675",-0.0162,0.0021,7.8e-15,1.1e-11,"smoking","F01"
"5769","cg17359265",-0.0063,8e-04,8.9e-15,1.2e-11,"smoking","F01"
"5770","cg14712058",-0.0138,0.0018,9.1e-15,1.2e-11,"smoking","F01"
"5771","cg03785755",-0.014,0.0018,9.4e-15,1.3e-11,"smoking","F01"
"5772","cg01002722",0.0064,8e-04,9.8e-15,1.3e-11,"smoking","F01"
"5773","cg03082813",-0.0044,6e-04,1e-14,1.4e-11,"smoking","F01"
"5774","cg07456681",0.009,0.0012,1.1e-14,1.4e-11,"smoking","F01"
"5775","cg26574777",0.0076,0.001,1.1e-14,1.5e-11,"smoking","F01"
"5776","cg09166091",0.0104,0.0014,1.2e-14,1.6e-11,"smoking","F01"
"5777","cg00468395",-0.0066,9e-04,1.2e-14,1.6e-11,"smoking","F01"
"5778","cg07362537",-0.0114,0.0015,1.2e-14,1.6e-11,"smoking","F01"
"5779","cg21552014",0.0082,0.0011,1.3e-14,1.7e-11,"smoking","F01"
"5780","cg07063068",-0.0085,0.0011,1.3e-14,1.7e-11,"smoking","F01"
"5781","cg25096368",-0.0073,9e-04,1.3e-14,1.7e-11,"smoking","F01"
"5782","cg21747070",-0.0188,0.0024,1.3e-14,1.8e-11,"smoking","F01"
"5783","cg13897348",-0.0098,0.0013,1.4e-14,1.8e-11,"smoking","F01"
"5784","cg20345915",-0.0076,0.001,1.4e-14,1.8e-11,"smoking","F01"
"5785","cg18091264",-0.0106,0.0014,1.4e-14,1.8e-11,"smoking","F01"
"5786","cg15892280",-0.0079,0.001,1.4e-14,1.8e-11,"smoking","F01"
"5787","cg12765567",-0.0064,8e-04,1.4e-14,1.8e-11,"smoking","F01"
"5788","cg09256832",0.0079,0.001,1.4e-14,1.9e-11,"smoking","F01"
"5789","cg23878241",-0.0068,9e-04,1.5e-14,1.9e-11,"smoking","F01"
"5790","cg22158051",0.0062,8e-04,1.5e-14,2e-11,"smoking","F01"
"5791","cg10190813",-0.0115,0.0015,1.6e-14,2e-11,"smoking","F01"
"5792","cg06868100",-0.0232,0.003,1.7e-14,2.2e-11,"smoking","F01"
"5793","cg17084044",-0.0101,0.0013,1.7e-14,2.2e-11,"smoking","F01"
"5794","cg03450842",-0.0259,0.0034,1.9e-14,2.4e-11,"smoking","F01"
"5795","cg27067781",0.0101,0.0013,2e-14,2.5e-11,"smoking","F01"
"5796","cg25648203",-0.0387,0.0051,2.1e-14,2.7e-11,"smoking","F01"
"5797","cg04885881",-0.0424,0.0056,2.2e-14,2.7e-11,"smoking","F01"
"5798","cg22027435",0.008,0.001,2.2e-14,2.7e-11,"smoking","F01"
"5799","cg16391678",-0.0136,0.0018,2.4e-14,3e-11,"smoking","F01"
"5800","cg13828047",-0.0065,9e-04,2.5e-14,3.1e-11,"smoking","F01"
"5801","cg21698310",-0.0082,0.0011,2.5e-14,3.1e-11,"smoking","F01"
"5802","cg03489965",0.0246,0.0032,2.6e-14,3.2e-11,"smoking","F01"
"5803","cg06759309",0.0063,8e-04,2.6e-14,3.3e-11,"smoking","F01"
"5804","cg20069688",-0.007,9e-04,2.8e-14,3.5e-11,"smoking","F01"
"5805","cg01839993",-0.0169,0.0022,2.9e-14,3.6e-11,"smoking","F01"
"5806","cg08266095",-0.0235,0.0031,3e-14,3.7e-11,"smoking","F01"
"5807","cg17690322",-0.0079,0.001,3.1e-14,3.7e-11,"smoking","F01"
"5808","cg02512902",-0.0095,0.0013,3.3e-14,4e-11,"smoking","F01"
"5809","cg01435643",0.0217,0.0029,3.3e-14,4e-11,"smoking","F01"
"5810","cg00295485",-0.0238,0.0031,3.4e-14,4.1e-11,"smoking","F01"
"5811","cg00169122",0.0092,0.0012,3.5e-14,4.2e-11,"smoking","F01"
"5812","cg00010445",0.0062,8e-04,3.7e-14,4.5e-11,"smoking","F01"
"5813","cg04806562",0.008,0.0011,3.8e-14,4.5e-11,"smoking","F01"
"5814","cg10841124",0.0117,0.0016,3.8e-14,4.5e-11,"smoking","F01"
"5815","cg04530628",0.0054,7e-04,3.9e-14,4.6e-11,"smoking","F01"
"5816","cg13867915",0.0038,5e-04,3.9e-14,4.6e-11,"smoking","F01"
"5817","cg05379350",-0.0066,9e-04,4e-14,4.7e-11,"smoking","F01"
"5818","cg02068690",0.0068,9e-04,4.1e-14,4.8e-11,"smoking","F01"
"5819","cg14034325",-0.0167,0.0022,4.3e-14,5e-11,"smoking","F01"
"5820","cg16519923",-0.0159,0.0021,4.4e-14,5.2e-11,"smoking","F01"
"5821","cg11429111",0.0134,0.0018,4.7e-14,5.5e-11,"smoking","F01"
"5822","cg26707709",0.0284,0.0038,5e-14,5.7e-11,"smoking","F01"
"5823","cg12158535",0.006,8e-04,5e-14,5.8e-11,"smoking","F01"
"5824","cg07112604",-0.0079,0.001,5e-14,5.8e-11,"smoking","F01"
"5825","cg08164233",-0.0091,0.0012,5e-14,5.8e-11,"smoking","F01"
"5826","cg04539476",0.0068,9e-04,5.2e-14,5.9e-11,"smoking","F01"
"5827","cg18316974",-0.0374,0.005,5.2e-14,6e-11,"smoking","F01"
"5828","cg04077141",-0.005,7e-04,5.3e-14,6e-11,"smoking","F01"
"5829","cg02338271",-0.0061,8e-04,5.3e-14,6e-11,"smoking","F01"
"5830","cg17232357",-0.0113,0.0015,5.5e-14,6.2e-11,"smoking","F01"
"5831","cg21570209",-0.0207,0.0027,5.6e-14,6.4e-11,"smoking","F01"
"5832","cg15600935",0.0033,4e-04,5.7e-14,6.5e-11,"smoking","F01"
"5833","cg13389508",-0.0081,0.0011,5.8e-14,6.5e-11,"smoking","F01"
"5834","cg05204104",0.0154,0.0021,5.9e-14,6.6e-11,"smoking","F01"
"5835","cg00383167",-0.0083,0.0011,6.3e-14,7.1e-11,"smoking","F01"
"5836","cg05877788",-0.0088,0.0012,6.3e-14,7.1e-11,"smoking","F01"
"5837","cg16516405",0.0088,0.0012,6.5e-14,7.3e-11,"smoking","F01"
"5838","cg00378510",-0.031,0.0041,6.6e-14,7.3e-11,"smoking","F01"
"5839","cg08176694",0.0071,0.001,6.6e-14,7.4e-11,"smoking","F01"
"5840","cg16290996",-0.0198,0.0026,6.7e-14,7.4e-11,"smoking","F01"
"5841","cg19872095",-0.0078,0.001,6.7e-14,7.4e-11,"smoking","F01"
"5842","cg18383890",-0.01,0.0013,6.7e-14,7.4e-11,"smoking","F01"
"5843","cg27102350",0.0058,8e-04,6.9e-14,7.5e-11,"smoking","F01"
"5844","cg09869729",0.0049,7e-04,6.9e-14,7.5e-11,"smoking","F01"
"5845","cg24540678",-0.0128,0.0017,7e-14,7.7e-11,"smoking","F01"
"5846","cg14757228",0.0102,0.0014,7.4e-14,8.1e-11,"smoking","F01"
"5847","cg10202727",-0.0067,9e-04,7.4e-14,8.1e-11,"smoking","F01"
"5848","cg22905866",-0.0122,0.0016,7.6e-14,8.3e-11,"smoking","F01"
"5849","cg24808105",-0.0085,0.0011,7.8e-14,8.4e-11,"smoking","F01"
"5850","cg13561409",0.0114,0.0015,7.8e-14,8.4e-11,"smoking","F01"
"5851","cg08097614",-0.0079,0.0011,8.4e-14,9e-11,"smoking","F01"
"5852","cg19211853",-0.0177,0.0024,8.6e-14,9.2e-11,"smoking","F01"
"5853","cg25503804",-0.0103,0.0014,8.7e-14,9.3e-11,"smoking","F01"
"5854","cg17390562",-0.0068,9e-04,8.8e-14,9.3e-11,"smoking","F01"
"5855","cg13424029",-0.0107,0.0014,9.3e-14,9.9e-11,"smoking","F01"
"5856","cg12616487",-0.0106,0.0014,9.5e-14,1e-10,"smoking","F01"
"5857","cg00214171",-0.0093,0.0012,9.6e-14,1e-10,"smoking","F01"
"5858","cg13668129",-0.0068,9e-04,9.9e-14,1e-10,"smoking","F01"
"5859","cg13003054",-0.0061,8e-04,1e-13,1e-10,"smoking","F01"
"5860","cg08365738",0.0072,0.001,1e-13,1.1e-10,"smoking","F01"
"5861","cg23320649",-0.0061,8e-04,1.1e-13,1.1e-10,"smoking","F01"
"5862","cg09022230",-0.0222,0.003,1.1e-13,1.2e-10,"smoking","F01"
"5863","cg14024579",-0.0109,0.0015,1.1e-13,1.2e-10,"smoking","F01"
"5864","cg11701312",-0.0121,0.0016,1.2e-13,1.2e-10,"smoking","F01"
"5865","cg02611085",0.0049,7e-04,1.2e-13,1.2e-10,"smoking","F01"
"5866","cg04361126",0.006,8e-04,1.3e-13,1.3e-10,"smoking","F01"
"5867","cg14535274",0.0069,9e-04,1.3e-13,1.3e-10,"smoking","F01"
"5868","cg03721291",0.0057,8e-04,1.3e-13,1.3e-10,"smoking","F01"
"5869","cg02162324",0.0061,8e-04,1.3e-13,1.3e-10,"smoking","F01"
"5870","cg05957567",0.011,0.0015,1.3e-13,1.3e-10,"smoking","F01"
"5871","cg01956154",-0.0061,8e-04,1.3e-13,1.4e-10,"smoking","F01"
"5872","cg09975715",0.0063,8e-04,1.4e-13,1.4e-10,"smoking","F01"
"5873","cg10317175",-0.011,0.0015,1.5e-13,1.5e-10,"smoking","F01"
"5874","cg06814287",-0.0073,0.001,1.6e-13,1.6e-10,"smoking","F01"
"5875","cg17139085",-0.0185,0.0025,1.6e-13,1.6e-10,"smoking","F01"
"5876","cg09121543",-0.0076,0.001,1.6e-13,1.6e-10,"smoking","F01"
"5877","cg03554335",0.0103,0.0014,1.6e-13,1.6e-10,"smoking","F01"
"5878","cg04468081",-0.0116,0.0016,1.6e-13,1.6e-10,"smoking","F01"
"5879","cg21307484",-0.0102,0.0014,1.6e-13,1.6e-10,"smoking","F01"
"5880","cg03912703",-0.0126,0.0017,1.7e-13,1.6e-10,"smoking","F01"
"5881","cg20496314",-0.0097,0.0013,1.7e-13,1.6e-10,"smoking","F01"
"5882","cg23140706",-0.0056,8e-04,1.7e-13,1.7e-10,"smoking","F01"
"5883","cg03689048",-0.0043,6e-04,1.8e-13,1.8e-10,"smoking","F01"
"5884","cg01901332",-0.0299,0.0041,1.8e-13,1.8e-10,"smoking","F01"
"5885","cg19696491",0.0196,0.0027,1.9e-13,1.8e-10,"smoking","F01"
"5886","cg06644428",-0.04,0.0054,1.9e-13,1.8e-10,"smoking","F01"
"5887","cg03963219",0.0079,0.0011,1.9e-13,1.8e-10,"smoking","F01"
"5888","cg23842572",0.0156,0.0021,1.9e-13,1.8e-10,"smoking","F01"
"5889","cg15187398",-0.0286,0.0039,1.9e-13,1.9e-10,"smoking","F01"
"5890","cg07094298",-0.0245,0.0033,1.9e-13,1.9e-10,"smoking","F01"
"5891","cg15985905",0.0077,0.001,1.9e-13,1.9e-10,"smoking","F01"
"5892","cg11801110",-0.0093,0.0013,1.9e-13,1.9e-10,"smoking","F01"
"5893","cg10678215",0.0137,0.0019,1.9e-13,1.9e-10,"smoking","F01"
"5894","cg01294327",-0.0404,0.0055,2e-13,1.9e-10,"smoking","F01"
"5895","cg26077811",-0.0081,0.0011,2e-13,1.9e-10,"smoking","F01"
"5896","cg24939196",0.0097,0.0013,2e-13,1.9e-10,"smoking","F01"
"5897","cg19344626",-0.0219,0.003,2.1e-13,2e-10,"smoking","F01"
"5898","cg13087259",-0.0102,0.0014,2.2e-13,2.1e-10,"smoking","F01"
"5899","cg10894991",-0.0062,8e-04,2.3e-13,2.2e-10,"smoking","F01"
"5900","cg13832201",-0.0155,0.0021,2.3e-13,2.2e-10,"smoking","F01"
"5901","cg10788371",-0.0188,0.0026,2.4e-13,2.2e-10,"smoking","F01"
"5902","cg21329975",0.0055,8e-04,2.4e-13,2.2e-10,"smoking","F01"
"5903","cg13809441",0.0114,0.0016,2.4e-13,2.3e-10,"smoking","F01"
"5904","cg15428620",-0.0076,0.001,2.4e-13,2.3e-10,"smoking","F01"
"5905","cg06819357",0.0156,0.0021,2.6e-13,2.4e-10,"smoking","F01"
"5906","cg06193043",0.0168,0.0023,2.6e-13,2.4e-10,"smoking","F01"
"5907","cg02442900",0.0091,0.0012,2.7e-13,2.5e-10,"smoking","F01"
"5908","cg23975840",0.011,0.0015,2.9e-13,2.7e-10,"smoking","F01"
"5909","cg11714502",-0.0085,0.0012,2.9e-13,2.7e-10,"smoking","F01"
"5910","cg21187770",-0.0091,0.0012,2.9e-13,2.7e-10,"smoking","F01"
"5911","cg27241845",-0.0378,0.0052,3e-13,2.7e-10,"smoking","F01"
"5912","cg11962640",-0.005,7e-04,3e-13,2.8e-10,"smoking","F01"
"5913","cg11769400",0.0046,6e-04,3.1e-13,2.9e-10,"smoking","F01"
"5914","cg14435720",-0.0074,0.001,3.5e-13,3.1e-10,"smoking","F01"
"5915","cg10619342",0.0223,0.0031,3.5e-13,3.2e-10,"smoking","F01"
"5916","cg24996979",-0.0145,0.002,3.6e-13,3.2e-10,"smoking","F01"
"5917","cg19744173",0.0123,0.0017,3.7e-13,3.3e-10,"smoking","F01"
"5918","cg05824218",0.0122,0.0017,3.8e-13,3.4e-10,"smoking","F01"
"5919","cg23594345",-0.0362,0.005,3.8e-13,3.4e-10,"smoking","F01"
"5920","cg11557553",0.0096,0.0013,3.9e-13,3.4e-10,"smoking","F01"
