"","CpG","Beta","SE","P","FDR","Trait","threshold"
"319","cg05130679",-0.000190281,3.55e-05,8.57e-08,NA,"Alcohol","GW"
"320","cg21791017",-0.000191272,3.57e-05,8.69e-08,NA,"Alcohol","GW"
"321","cg14391586",-0.000187694,3.51e-05,8.81e-08,NA,"Alcohol","GW"
"322","cg09535960",0.000171727,3.21e-05,8.85e-08,NA,"Alcohol","GW"
"323","cg14051147",-0.000129371,2.42e-05,8.95e-08,NA,"Alcohol","GW"
"324","cg06799321",-0.000220922,4.13e-05,9.02e-08,NA,"Alcohol","GW"
"325","cg05356319",-0.000359577,6.73e-05,9.08e-08,NA,"Alcohol","GW"
"326","cg19030682",0.000178458,3.34e-05,9.22e-08,NA,"Alcohol","GW"
"327","cg03450635",-0.000225637,4.23e-05,9.44e-08,NA,"Alcohol","GW"
"328","cg22451412",0.000110606,2.07e-05,9.73e-08,NA,"Alcohol","GW"
"329","cg00313914",-0.000446595,8.38e-05,9.89e-08,NA,"Alcohol","GW"
"330","cg18763536",-0.000262462,4.93e-05,9.94e-08,NA,"Alcohol","GW"
"331","cg20359445",-0.000114991,2.16e-05,1.01e-07,NA,"Alcohol","GW"
"332","cg17478203",-0.000225473,4.24e-05,1.03e-07,NA,"Alcohol","GW"
"333","cg03781224",0.000149904,2.82e-05,1.03e-07,NA,"Alcohol","GW"
"334","cg08706907",-0.00010797,2.03e-05,1.03e-07,NA,"Alcohol","GW"
"335","cg06414073",-0.000126968,2.39e-05,1.04e-07,NA,"Alcohol","GW"
"336","cg16723994",-0.000139695,2.63e-05,1.05e-07,NA,"Alcohol","GW"
"337","cg16585234",-0.000193188,3.63e-05,1.06e-07,NA,"Alcohol","GW"
"338","cg24936980",-0.000177972,3.35e-05,1.06e-07,NA,"Alcohol","GW"
"339","cg04745384",-0.000188027,3.54e-05,1.06e-07,NA,"Alcohol","GW"
"340","cg24166814",-0.000130323,2.45e-05,1.06e-07,NA,"Alcohol","GW"
"341","cg09817016",-0.00025396,4.78e-05,1.07e-07,NA,"Alcohol","GW"
"342","cg09983216",-0.00033466,6.3e-05,1.1e-07,NA,"Alcohol","GW"
"343","cg00004089",-0.000354171,5.09e-05,3.36e-12,3.6e-11,"BMI","GW"
"344","cg00134210",-0.00022376,4.17e-05,8.33e-08,2.32e-07,"BMI","GW"
"345","cg00144180",0.000513485,8.93e-05,8.83e-09,3.1e-08,"BMI","GW"
"346","cg00238353",0.000684068,0.000113806,1.85e-09,8.12e-09,"BMI","GW"
"347","cg00295485",0.00068452,0.000127853,8.61e-08,2.38e-07,"BMI","GW"
"348","cg00376553",0.000582108,0.000107856,6.77e-08,1.94e-07,"BMI","GW"
"349","cg00442282",-0.000186706,3.49e-05,8.44e-08,2.35e-07,"BMI","GW"
"350","cg00547480",0.000539738,7.07e-05,2.27e-14,4.38e-13,"BMI","GW"
"351","cg00574958",-0.000650544,4.91e-05,4.57e-40,2.87e-37,"BMI","GW"
"352","cg00602326",-0.000614044,9.38e-05,5.99e-11,4.34e-10,"BMI","GW"
"353","cg00607627",-0.000535958,7.71e-05,3.67e-12,3.87e-11,"BMI","GW"
"354","cg00701951",-0.000815859,0.000119687,9.32e-12,8.59e-11,"BMI","GW"
"355","cg00705661",0.000255435,4.56e-05,2.18e-08,6.95e-08,"BMI","GW"
"356","cg00714874",-0.000459613,8.14e-05,1.64e-08,5.34e-08,"BMI","GW"
"357","cg00741986",-0.000642931,0.000100493,1.58e-10,1e-09,"BMI","GW"
"358","cg00748195",-0.000575788,0.000105141,4.34e-08,1.29e-07,"BMI","GW"
"359","cg00760203",0.000376957,7.07e-05,9.57e-08,2.59e-07,"BMI","GW"
"360","cg00826902",0.000593207,8.67e-05,7.68e-12,7.34e-11,"BMI","GW"
"361","cg00851028",0.00050804,8.32e-05,1.01e-09,4.89e-09,"BMI","GW"
"362","cg00994936",0.000468238,7.13e-05,5.26e-11,3.93e-10,"BMI","GW"
"363","cg01004980",0.000614467,8.69e-05,1.54e-12,1.85e-11,"BMI","GW"
"364","cg01101459",0.00076785,8.73e-05,1.44e-18,7.23e-17,"BMI","GW"
"365","cg01117339",-0.000527989,8.85e-05,2.39e-09,1.01e-08,"BMI","GW"
"366","cg01130991",0.001006066,9.35e-05,5.54e-27,1.39e-24,"BMI","GW"
"367","cg01172899",0.000517386,8.54e-05,1.39e-09,6.45e-09,"BMI","GW"
"368","cg01176028",0.000488104,7.69e-05,2.25e-10,1.35e-09,"BMI","GW"
"369","cg01231543",-0.000582771,9.09e-05,1.41e-10,9.28e-10,"BMI","GW"
"370","cg01243823",-0.00106542,0.000149851,1.16e-12,1.5e-11,"BMI","GW"
"371","cg01317029",0.000473882,6.42e-05,1.6e-13,2.47e-12,"BMI","GW"
"372","cg01368219",0.000575733,0.000104971,4.14e-08,1.25e-07,"BMI","GW"
"373","cg01411912",-0.000490499,9.06e-05,6.07e-08,1.76e-07,"BMI","GW"
"374","cg01419914",0.000925623,0.000136749,1.3e-11,1.14e-10,"BMI","GW"
"375","cg01510278",-0.000233971,4.11e-05,1.22e-08,4.13e-08,"BMI","GW"
"376","cg01671681",-0.000684475,0.000114214,2.06e-09,8.94e-09,"BMI","GW"
"377","cg01676795",0.000820017,0.000111125,1.59e-13,2.47e-12,"BMI","GW"
"378","cg01678580",0.000295479,4.58e-05,1.06e-10,7.14e-10,"BMI","GW"
"379","cg01681525",0.00090206,0.000146343,7.09e-10,3.62e-09,"BMI","GW"
"380","cg01741041",0.0005391,7.14e-05,4.5e-14,8.05e-13,"BMI","GW"
"381","cg01818539",0.000219809,3.38e-05,7.44e-11,5.24e-10,"BMI","GW"
"382","cg01881899",0.000332954,5.57e-05,2.2e-09,9.52e-09,"BMI","GW"
"383","cg01885635",-0.000480636,8.73e-05,3.66e-08,1.12e-07,"BMI","GW"
"384","cg01975495",0.000598838,0.000104569,1.02e-08,3.57e-08,"BMI","GW"
"385","cg02050917",0.000513223,8.23e-05,4.44e-10,2.45e-09,"BMI","GW"
"386","cg02079413",0.000477678,7.91e-05,1.58e-09,7.15e-09,"BMI","GW"
"387","cg02203067",0.000498676,8.63e-05,7.56e-09,2.71e-08,"BMI","GW"
"388","cg02329670",-0.000532046,8.04e-05,3.7e-11,2.86e-10,"BMI","GW"
"389","cg02341197",0.000620985,0.000102337,1.29e-09,6.11e-09,"BMI","GW"
"390","cg02370100",0.00049264,7.96e-05,6.05e-10,3.22e-09,"BMI","GW"
"391","cg02417857",0.00090813,0.00015185,2.23e-09,9.56e-09,"BMI","GW"
"392","cg02508743",0.000660446,0.000113191,5.39e-09,2.07e-08,"BMI","GW"
"393","cg02556345",-0.000532308,9.72e-05,4.32e-08,1.29e-07,"BMI","GW"
"394","cg02650017",-0.000284266,3.19e-05,5.24e-19,2.86e-17,"BMI","GW"
"395","cg02716826",-0.000665066,0.000116841,1.26e-08,4.23e-08,"BMI","GW"
"396","cg02734358",-0.000753165,0.000120141,3.63e-10,2.06e-09,"BMI","GW"
"397","cg02893429",-0.000716893,0.000113035,2.26e-10,1.35e-09,"BMI","GW"
"398","cg03078551",-0.000416231,5.47e-05,2.77e-14,5.27e-13,"BMI","GW"
"399","cg03152187",-0.000328116,5.59e-05,4.26e-09,1.69e-08,"BMI","GW"
"400","cg03183540",-0.000449178,7.68e-05,5.02e-09,1.95e-08,"BMI","GW"
"401","cg03218374",0.000727617,0.000102635,1.35e-12,1.66e-11,"BMI","GW"
"402","cg03257930",-0.000399541,6.61e-05,1.53e-09,6.97e-09,"BMI","GW"
"403","cg03273183",-0.000469431,8.66e-05,5.84e-08,1.71e-07,"BMI","GW"
"404","cg03318904",0.000607905,7.15e-05,1.95e-17,7.89e-16,"BMI","GW"
"405","cg03327570",-0.000464215,7.75e-05,2.05e-09,8.93e-09,"BMI","GW"
"406","cg03358636",0.001072885,0.000112489,1.46e-21,1.31e-19,"BMI","GW"
"407","cg03411376",0.000305434,5.73e-05,9.6e-08,2.59e-07,"BMI","GW"
"408","cg03500056",0.000602015,0.000105154,1.03e-08,3.58e-08,"BMI","GW"
"409","cg03523676",0.00061787,9.44e-05,5.84e-11,4.31e-10,"BMI","GW"
"410","cg03619256",-0.000662223,9.12e-05,3.76e-13,5.24e-12,"BMI","GW"
"411","cg03697881",0.000426335,6.78e-05,3.25e-10,1.89e-09,"BMI","GW"
"412","cg03725309",-0.000596898,7.81e-05,2.12e-14,4.15e-13,"BMI","GW"
"413","cg03744043",0.000438922,7.49e-05,4.62e-09,1.82e-08,"BMI","GW"
"414","cg03803086",0.000609463,0.000110005,3.02e-08,9.37e-08,"BMI","GW"
"415","cg03819286",0.000499677,8e-05,4.24e-10,2.35e-09,"BMI","GW"
"416","cg03850986",-0.000973782,0.000138194,1.83e-12,2.13e-11,"BMI","GW"
"417","cg03940776",-0.000614586,7.18e-05,1.13e-17,4.72e-16,"BMI","GW"
"418","cg03957124",-0.000621271,8.44e-05,1.81e-13,2.71e-12,"BMI","GW"
"419","cg04011474",-0.000670938,9.01e-05,9.82e-14,1.6e-12,"BMI","GW"
"420","cg04366104",0.000457722,8.24e-05,2.74e-08,8.54e-08,"BMI","GW"
"421","cg04508739",0.000675424,0.000100553,1.85e-11,1.54e-10,"BMI","GW"
"422","cg04577162",0.000508507,8.34e-05,1.09e-09,5.24e-09,"BMI","GW"
"423","cg04757345",-0.000679401,0.000113603,2.22e-09,9.56e-09,"BMI","GW"
"424","cg04813880",0.000536205,9.04e-05,2.97e-09,1.23e-08,"BMI","GW"
"425","cg04816311",0.00114308,0.000125375,7.7e-20,5.37e-18,"BMI","GW"
"426","cg04927537",0.001231784,0.000158983,9.34e-15,2.06e-13,"BMI","GW"
"427","cg04931184",-0.000449695,8.18e-05,3.84e-08,1.17e-07,"BMI","GW"
"428","cg04945608",-0.000465897,8.45e-05,3.45e-08,1.06e-07,"BMI","GW"
"429","cg04986899",0.000438555,7.84e-05,2.27e-08,7.2e-08,"BMI","GW"
"430","cg05050042",0.000574536,9.95e-05,7.83e-09,2.79e-08,"BMI","GW"
"431","cg05063895",-0.000238177,4.23e-05,1.74e-08,5.63e-08,"BMI","GW"
"432","cg05272827",0.000740931,0.000118869,4.57e-10,2.51e-09,"BMI","GW"
"433","cg05277504",-0.000210832,3.95e-05,9.47e-08,2.57e-07,"BMI","GW"
"434","cg05284742",0.000365409,6.81e-05,7.96e-08,2.24e-07,"BMI","GW"
"435","cg05295703",0.000462093,7.15e-05,1.02e-10,6.94e-10,"BMI","GW"
"436","cg05369623",0.00045176,7.79e-05,6.61e-09,2.45e-08,"BMI","GW"
"437","cg05399785",0.000621433,8.02e-05,9.51e-15,2.06e-13,"BMI","GW"
"438","cg05460226",0.000861102,0.00013529,1.95e-10,1.21e-09,"BMI","GW"
"439","cg05573654",0.000576927,8.05e-05,7.49e-13,1e-11,"BMI","GW"
"440","cg05575921",0.001161039,0.000172468,1.67e-11,1.43e-10,"BMI","GW"
"441","cg05778424",0.000476667,8.15e-05,4.95e-09,1.93e-08,"BMI","GW"
"442","cg05899984",0.000365814,6.06e-05,1.53e-09,6.97e-09,"BMI","GW"
"443","cg05978306",0.000379698,7.06e-05,7.43e-08,2.1e-07,"BMI","GW"
"444","cg06017212",0.000506169,7.75e-05,6.58e-11,4.69e-10,"BMI","GW"
"445","cg06039074",0.00034264,6.43e-05,9.96e-08,2.67e-07,"BMI","GW"
"446","cg06151145",0.000567201,9.93e-05,1.1e-08,3.79e-08,"BMI","GW"
"447","cg06192883",0.001130768,0.000113439,2.1e-23,2.81e-21,"BMI","GW"
"448","cg06207201",-0.000512345,7.77e-05,4.29e-11,3.27e-10,"BMI","GW"
"449","cg06375292",-0.000412036,5.76e-05,8.54e-13,1.13e-11,"BMI","GW"
"450","cg06500161",0.001136108,9.27e-05,1.61e-34,6.73e-32,"BMI","GW"
"451","cg06559575",-0.000702687,8.01e-05,1.83e-18,8.81e-17,"BMI","GW"
"452","cg06560379",-0.000175729,3.03e-05,6.41e-09,2.4e-08,"BMI","GW"
"453","cg06568880",0.000434752,5.37e-05,5.5e-16,1.72e-14,"BMI","GW"
"454","cg06647068",-0.000700069,0.000109101,1.39e-10,9.19e-10,"BMI","GW"
"455","cg06690548",-0.000701048,0.000107114,5.95e-11,4.34e-10,"BMI","GW"
"456","cg06710464",0.000540428,7.94e-05,9.83e-12,8.99e-11,"BMI","GW"
"457","cg06762457",-0.000871515,0.000161929,7.36e-08,2.09e-07,"BMI","GW"
"458","cg06783533",0.000260018,4.61e-05,1.72e-08,5.58e-08,"BMI","GW"
"459","cg06940720",0.000507737,9.02e-05,1.81e-08,5.82e-08,"BMI","GW"
"460","cg06946797",-0.00081351,0.000116184,2.53e-12,2.78e-11,"BMI","GW"
"461","cg07012687",0.000874927,0.000109762,1.57e-15,4.29e-14,"BMI","GW"
"462","cg07021906",0.000575082,9.96e-05,7.79e-09,2.78e-08,"BMI","GW"
"463","cg07058694",0.000495232,7.72e-05,1.43e-10,9.33e-10,"BMI","GW"
"464","cg07094298",-0.001045261,0.000134061,6.35e-15,1.45e-13,"BMI","GW"
"465","cg07136133",-0.000717829,8.86e-05,5.32e-16,1.71e-14,"BMI","GW"
"466","cg07207669",-0.000615917,0.000110384,2.41e-08,7.57e-08,"BMI","GW"
"467","cg07217499",-0.000467176,8.44e-05,3.07e-08,9.47e-08,"BMI","GW"
"468","cg07248377",0.000609389,0.000105073,6.65e-09,2.46e-08,"BMI","GW"
"469","cg07265588",0.000515161,9.05e-05,1.25e-08,4.23e-08,"BMI","GW"
"470","cg07458272",0.00056929,8.32e-05,7.72e-12,7.34e-11,"BMI","GW"
"471","cg07504977",0.001034637,0.000145587,1.19e-12,1.51e-11,"BMI","GW"
"472","cg07682160",0.000534364,9.03e-05,3.24e-09,1.32e-08,"BMI","GW"
"473","cg07728579",0.000543278,9.15e-05,2.92e-09,1.22e-08,"BMI","GW"
"474","cg07814318",0.000783828,0.000116443,1.68e-11,1.43e-10,"BMI","GW"
"475","cg08051604",0.000453834,7.97e-05,1.22e-08,4.13e-08,"BMI","GW"
"476","cg08055663",0.000418573,7.04e-05,2.73e-09,1.15e-08,"BMI","GW"
"477","cg08305942",-0.000773213,0.000101682,2.87e-14,5.37e-13,"BMI","GW"
"478","cg08309687",-0.001184012,0.000148612,1.62e-15,4.33e-14,"BMI","GW"
"479","cg08352115",0.000633555,9.01e-05,2.07e-12,2.36e-11,"BMI","GW"
"480","cg08388111",0.000528004,8.55e-05,6.61e-10,3.41e-09,"BMI","GW"
"481","cg08548559",-0.00091286,0.000132248,5.1e-12,5.16e-11,"BMI","GW"
"482","cg08813944",0.000538085,9.65e-05,2.48e-08,7.76e-08,"BMI","GW"
"483","cg09038267",0.000230288,3.72e-05,6.06e-10,3.22e-09,"BMI","GW"
"484","cg09039672",0.000455732,7.43e-05,8.48e-10,4.22e-09,"BMI","GW"
"485","cg09055236",0.00045,8.39e-05,8.26e-08,2.31e-07,"BMI","GW"
"486","cg09138671",-0.000650628,0.000116409,2.28e-08,7.23e-08,"BMI","GW"
"487","cg09152259",-0.000772814,0.000134348,8.8e-09,3.1e-08,"BMI","GW"
"488","cg09182678",-0.000433637,5.6e-05,9.21e-15,2.06e-13,"BMI","GW"
"489","cg09249494",0.000599084,9.74e-05,7.63e-10,3.86e-09,"BMI","GW"
"490","cg09276842",-0.000395228,5.83e-05,1.25e-11,1.11e-10,"BMI","GW"
"491","cg09297903",0.000780861,0.000127748,9.81e-10,4.79e-09,"BMI","GW"
"492","cg09554443",-0.000817652,0.000126496,1.02e-10,6.94e-10,"BMI","GW"
"493","cg09561830",-0.00071679,0.000119355,1.91e-09,8.36e-09,"BMI","GW"
"494","cg09613192",0.000832761,0.000129318,1.2e-10,8.03e-10,"BMI","GW"
"495","cg09624923",-0.000638251,8.16e-05,5.3e-15,1.25e-13,"BMI","GW"
"496","cg09664445",0.000490724,7.79e-05,3e-10,1.75e-09,"BMI","GW"
"497","cg09737197",-0.000527501,9.03e-05,5.14e-09,1.98e-08,"BMI","GW"
"498","cg09777883",0.00064027,9.17e-05,2.86e-12,3.12e-11,"BMI","GW"
"499","cg09831562",0.00109385,0.000120754,1.32e-19,7.9e-18,"BMI","GW"
"500","cg09956615",0.000472932,8.26e-05,1.03e-08,3.57e-08,"BMI","GW"
"501","cg10179300",0.000520706,9.5e-05,4.25e-08,1.28e-07,"BMI","GW"
"502","cg10397932",-0.00029146,4.97e-05,4.47e-09,1.76e-08,"BMI","GW"
"503","cg10423113",0.000232184,4.16e-05,2.32e-08,7.3e-08,"BMI","GW"
"504","cg10438589",0.000717242,0.000104005,5.34e-12,5.36e-11,"BMI","GW"
"505","cg10440877",0.00051227,8.07e-05,2.21e-10,1.34e-09,"BMI","GW"
"506","cg10508317",-0.000391018,5.85e-05,2.28e-11,1.82e-10,"BMI","GW"
"507","cg10548968",-0.000966135,0.000155735,5.51e-10,2.96e-09,"BMI","GW"
"508","cg10601624",-0.00060708,8.07e-05,5.19e-14,9.17e-13,"BMI","GW"
"509","cg10636246",-0.000809932,0.000122867,4.34e-11,3.28e-10,"BMI","GW"
"510","cg10663078",0.000417877,7.81e-05,8.67e-08,2.39e-07,"BMI","GW"
"511","cg10819350",0.00060155,0.000102795,4.86e-09,1.9e-08,"BMI","GW"
"512","cg10919522",-0.00083171,0.000103879,1.18e-15,3.29e-14,"BMI","GW"
"513","cg10922280",0.000535824,8.02e-05,2.36e-11,1.88e-10,"BMI","GW"
"514","cg10927968",0.000967853,0.000103509,8.73e-21,6.84e-19,"BMI","GW"
"515","cg10987503",0.000375748,6.46e-05,5.98e-09,2.27e-08,"BMI","GW"
"516","cg11183227",0.000494883,8.16e-05,1.3e-09,6.11e-09,"BMI","GW"
"517","cg11202345",0.000900221,0.00011366,2.37e-15,5.94e-14,"BMI","GW"
"518","cg11376147",-0.000318443,5.26e-05,1.39e-09,6.45e-09,"BMI","GW"
"519","cg11468085",0.00054353,8.06e-05,1.51e-11,1.3e-10,"BMI","GW"
"520","cg11588197",-0.00084955,0.000120336,1.67e-12,1.99e-11,"BMI","GW"
"521","cg11849692",0.000492625,6.76e-05,3.16e-13,4.56e-12,"BMI","GW"
"522","cg11927233",0.000675621,0.000124146,5.26e-08,1.56e-07,"BMI","GW"
"523","cg11969813",0.000569454,9.79e-05,6.09e-09,2.3e-08,"BMI","GW"
"524","cg12054453",-0.001190393,0.000179931,3.69e-11,2.86e-10,"BMI","GW"
"525","cg12269535",-0.000987158,0.000118036,6.11e-17,2.25e-15,"BMI","GW"
"526","cg12338137",-0.000606732,8.74e-05,3.82e-12,3.96e-11,"BMI","GW"
"527","cg12484113",0.000681755,8.07e-05,3.05e-17,1.16e-15,"BMI","GW"
"528","cg12555233",0.000326797,5.49e-05,2.69e-09,1.14e-08,"BMI","GW"
"529","cg12582959",0.000417739,7.78e-05,8.04e-08,2.25e-07,"BMI","GW"
"530","cg12593793",-0.000722981,8.76e-05,1.58e-16,5.34e-15,"BMI","GW"
"531","cg12620005",-0.000469042,5.85e-05,1.06e-15,3.03e-14,"BMI","GW"
"532","cg12623364",0.000458778,8.55e-05,8.07e-08,2.26e-07,"BMI","GW"
"533","cg12644285",-0.000833282,0.000108759,1.83e-14,3.71e-13,"BMI","GW"
"534","cg12658897",0.000388168,6.92e-05,2.08e-08,6.63e-08,"BMI","GW"
"535","cg12782654",0.000338622,6.27e-05,6.76e-08,1.94e-07,"BMI","GW"
"536","cg13039251",-0.000959951,0.000152875,3.4e-10,1.96e-09,"BMI","GW"
"537","cg13059136",0.000611947,0.000107352,1.2e-08,4.08e-08,"BMI","GW"
"538","cg13061976",0.0004629,8.6e-05,7.33e-08,2.08e-07,"BMI","GW"
"539","cg13123009",0.000800121,8.35e-05,9.68e-22,9.34e-20,"BMI","GW"
"540","cg13134297",-0.000728003,8.88e-05,2.41e-16,7.96e-15,"BMI","GW"
"541","cg13139542",0.000483777,8.21e-05,3.8e-09,1.52e-08,"BMI","GW"
"542","cg13174306",-0.000464163,8.11e-05,1.05e-08,3.62e-08,"BMI","GW"
"543","cg13222915",-0.000786548,8.2e-05,8.52e-22,8.9e-20,"BMI","GW"
"544","cg13274938",0.00056461,6.84e-05,1.49e-16,5.2e-15,"BMI","GW"
"545","cg13300580",0.000462878,7.25e-05,1.75e-10,1.1e-09,"BMI","GW"
"546","cg13522406",0.000511985,8.47e-05,1.51e-09,6.93e-09,"BMI","GW"
"547","cg13562284",-0.000507093,8.94e-05,1.39e-08,4.59e-08,"BMI","GW"
"548","cg13591783",-0.000503332,9.16e-05,3.86e-08,1.17e-07,"BMI","GW"
"549","cg13691961",0.000987057,0.000168941,5.14e-09,1.98e-08,"BMI","GW"
"550","cg13696490",-0.000778415,0.000136615,1.21e-08,4.13e-08,"BMI","GW"
"551","cg13708645",0.000953425,0.000155591,8.91e-10,4.4e-09,"BMI","GW"
"552","cg13758913",0.00049413,8.38e-05,3.66e-09,1.47e-08,"BMI","GW"
"553","cg13770461",-0.000571713,8.31e-05,5.93e-12,5.81e-11,"BMI","GW"
"554","cg14017402",0.000850411,0.000128455,3.58e-11,2.81e-10,"BMI","GW"
"555","cg14145074",0.000653845,9.39e-05,3.4e-12,3.62e-11,"BMI","GW"
"556","cg14205864",-0.000428841,7.11e-05,1.61e-09,7.2e-09,"BMI","GW"
"557","cg14237301",0.000578775,9.25e-05,3.95e-10,2.21e-09,"BMI","GW"
"558","cg14341014",0.000339539,5.86e-05,6.82e-09,2.51e-08,"BMI","GW"
"559","cg14476101",-0.001238299,0.000179798,5.69e-12,5.66e-11,"BMI","GW"
"560","cg14531564",-0.000601197,9.19e-05,6.11e-11,4.4e-10,"BMI","GW"
"561","cg14693090",0.00042945,7.58e-05,1.47e-08,4.85e-08,"BMI","GW"
"562","cg14992144",0.000365351,6.85e-05,9.48e-08,2.57e-07,"BMI","GW"
"563","cg15020801",0.000514209,8.82e-05,5.56e-09,2.13e-08,"BMI","GW"
"564","cg15135047",0.000523322,8.17e-05,1.49e-10,9.67e-10,"BMI","GW"
"565","cg15138339",0.000524276,8.35e-05,3.42e-10,1.96e-09,"BMI","GW"
"566","cg15296767",0.000393198,7.08e-05,2.8e-08,8.73e-08,"BMI","GW"
"567","cg15357118",0.000626165,8.81e-05,1.18e-12,1.51e-11,"BMI","GW"
"568","cg15696506",-0.00087918,0.000121298,4.23e-13,5.82e-12,"BMI","GW"
"569","cg15721584",0.001359511,0.000155396,2.16e-18,1e-16,"BMI","GW"
"570","cg15829728",0.000570295,8.09e-05,1.78e-12,2.08e-11,"BMI","GW"
"571","cg15871086",0.000506124,8.52e-05,2.86e-09,1.19e-08,"BMI","GW"
"572","cg15901722",-0.00051779,9.11e-05,1.3e-08,4.36e-08,"BMI","GW"
"573","cg16097041",0.000495601,8.01e-05,6.18e-10,3.27e-09,"BMI","GW"
"574","cg16151960",-0.000474472,8.72e-05,5.29e-08,1.56e-07,"BMI","GW"
"575","cg16163382",-0.000306712,5.6e-05,4.3e-08,1.29e-07,"BMI","GW"
"576","cg16246545",-0.000842748,0.000149025,1.56e-08,5.09e-08,"BMI","GW"
"577","cg16305292",0.000464736,7.58e-05,8.91e-10,4.4e-09,"BMI","GW"
"578","cg16395997",0.000636107,0.000100799,2.78e-10,1.63e-09,"BMI","GW"
"579","cg16407699",0.000773026,0.000121189,1.79e-10,1.12e-09,"BMI","GW"
"580","cg16618104",-0.000470738,8.81e-05,9.21e-08,2.51e-07,"BMI","GW"
"581","cg16655795",0.000517301,7.3e-05,1.35e-12,1.66e-11,"BMI","GW"
"582","cg16755922",0.000683278,0.000123452,3.12e-08,9.6e-08,"BMI","GW"
"583","cg16815882",0.000539632,6.97e-05,9.83e-15,2.09e-13,"BMI","GW"
"584","cg16936953",-0.001148999,0.000163493,2.1e-12,2.37e-11,"BMI","GW"
"585","cg17058475",-0.000656733,7.21e-05,8.23e-20,5.43e-18,"BMI","GW"
"586","cg17113968",0.000432264,6.63e-05,7.1e-11,5.03e-10,"BMI","GW"
"587","cg17137186",-0.000328804,4.79e-05,6.94e-12,6.74e-11,"BMI","GW"
"588","cg17178175",-0.000650354,0.000103629,3.48e-10,1.98e-09,"BMI","GW"
"589","cg17214023",-0.000592066,8.95e-05,3.78e-11,2.91e-10,"BMI","GW"
"590","cg17260706",-0.000555263,7.44e-05,8.53e-14,1.43e-12,"BMI","GW"
"591","cg17287155",0.000440279,6.47e-05,1.04e-11,9.42e-11,"BMI","GW"
"592","cg17429236",0.00058849,8.36e-05,1.91e-12,2.2e-11,"BMI","GW"
"593","cg17501210",-0.001760659,0.000148232,1.55e-32,4.84e-30,"BMI","GW"
"594","cg17526229",0.00049533,8.37e-05,3.23e-09,1.32e-08,"BMI","GW"
"595","cg17680767",-0.00062882,9.38e-05,2.05e-11,1.66e-10,"BMI","GW"
"596","cg17820878",0.000420069,5.72e-05,2.17e-13,3.2e-12,"BMI","GW"
"597","cg17822325",0.0009949,0.000136712,3.41e-13,4.8e-12,"BMI","GW"
"598","cg17836612",0.000586304,9.66e-05,1.29e-09,6.1e-09,"BMI","GW"
"599","cg17894755",0.000439466,8.22e-05,8.85e-08,2.44e-07,"BMI","GW"
"600","cg17901584",-0.001230891,0.000118883,4.02e-25,8.4e-23,"BMI","GW"
"601","cg17939040",0.000374635,6.59e-05,1.29e-08,4.34e-08,"BMI","GW"
"602","cg18030453",0.000507397,7.23e-05,2.31e-12,2.58e-11,"BMI","GW"
"603","cg18087306",0.000583009,8.63e-05,1.39e-11,1.21e-10,"BMI","GW"
"604","cg18119407",-0.000488649,8.45e-05,7.33e-09,2.65e-08,"BMI","GW"
"605","cg18120259",-0.000575332,8.98e-05,1.5e-10,9.67e-10,"BMI","GW"
"606","cg18181703",-0.001293723,0.000129869,2.24e-23,2.81e-21,"BMI","GW"
"607","cg18194850",0.000727239,9.77e-05,9.56e-14,1.58e-12,"BMI","GW"
"608","cg18217136",0.000346215,6.39e-05,6.03e-08,1.75e-07,"BMI","GW"
"609","cg18222865",0.000536427,8.69e-05,6.73e-10,3.44e-09,"BMI","GW"
"610","cg18369990",-0.000604594,9.81e-05,7.23e-10,3.67e-09,"BMI","GW"
"611","cg18513344",-0.000510633,8.72e-05,4.76e-09,1.87e-08,"BMI","GW"
"612","cg18520851",0.000651564,0.000121008,7.27e-08,2.07e-07,"BMI","GW"
"613","cg18608055",-0.001002572,0.00010555,2.13e-21,1.78e-19,"BMI","GW"
"614","cg18729298",0.000444784,7.92e-05,1.98e-08,6.34e-08,"BMI","GW"
"615","cg18876826",0.000704173,0.000107668,6.14e-11,4.4e-10,"BMI","GW"
"616","cg19016694",-0.000676183,9.88e-05,7.81e-12,7.36e-11,"BMI","GW"
"617","cg19090861",0.000397063,7.19e-05,3.4e-08,1.05e-07,"BMI","GW"
"618","cg19352726",0.000434168,7.77e-05,2.31e-08,7.29e-08,"BMI","GW"
"619","cg19413066",-0.000568718,9.59e-05,3.05e-09,1.26e-08,"BMI","GW"
"620","cg19501902",0.000662416,0.000114317,6.85e-09,2.51e-08,"BMI","GW"
"621","cg19566658",0.000580074,9.59e-05,1.44e-09,6.63e-09,"BMI","GW"
"622","cg19589396",-0.000828213,0.000127617,8.59e-11,5.92e-10,"BMI","GW"
"623","cg19695507",0.000676765,9.91e-05,8.59e-12,7.98e-11,"BMI","GW"
"624","cg19750657",0.001170028,0.000116183,7.45e-24,1.34e-21,"BMI","GW"
"625","cg19851291",0.000337387,5.71e-05,3.42e-09,1.39e-08,"BMI","GW"
"626","cg19881557",0.000592205,9.21e-05,1.27e-10,8.46e-10,"BMI","GW"
"627","cg19979108",-0.000545754,9.64e-05,1.5e-08,4.93e-08,"BMI","GW"
"628","cg20117103",0.000557915,9.22e-05,1.42e-09,6.53e-09,"BMI","GW"
