"SC","variable","Pesticide"
"Iowa-Cerro Gordo",1997,"2,4-D"
"Iowa-Cerro Gordo",1998,"2,4-D"
"Iowa-Cerro Gordo",1999,"2,4-D"
"Iowa-Cerro Gordo",2000,"2,4-D"
"Iowa-Cerro Gordo",2001,"2,4-D"
"Iowa-Cerro Gordo",2002,"2,4-D"
"Iowa-Cerro Gordo",2003,"2,4-D"
"Iowa-Cerro Gordo",2004,"2,4-D"
"Iowa-Cerro Gordo",2005,"2,4-D"
"Iowa-Cerro Gordo",2006,"2,4-D"
"Iowa-Cerro Gordo",2007,"2,4-D"
"Iowa-Cerro Gordo",2008,"2,4-D"
"Iowa-Cerro Gordo",2009,"2,4-D"
"Iowa-Cerro Gordo",2010,"2,4-D"
"Iowa-Cerro Gordo",2011,"2,4-D"
"Iowa-Cerro Gordo",2012,"2,4-D"
"Iowa-Clayton",1992,"2,4-D"
"Iowa-Clayton",1993,"2,4-D"
"Iowa-Clayton",1994,"2,4-D"
"Iowa-Clayton",1995,"2,4-D"
"Iowa-Clayton",1996,"2,4-D"
"Iowa-Clayton",1997,"2,4-D"
"Iowa-Clayton",1998,"2,4-D"
"Iowa-Clayton",1999,"2,4-D"
"Iowa-Clayton",2000,"2,4-D"
"Iowa-Clayton",2001,"2,4-D"
"Iowa-Clayton",2002,"2,4-D"
"Iowa-Clayton",2003,"2,4-D"
"Iowa-Clayton",2004,"2,4-D"
"Iowa-Clayton",2005,"2,4-D"
"Iowa-Clayton",2006,"2,4-D"
"Iowa-Clayton",2007,"2,4-D"
"Iowa-Clayton",2008,"2,4-D"
"Iowa-Clayton",2009,"2,4-D"
"Iowa-Clayton",2010,"2,4-D"
"Iowa-Clayton",2011,"2,4-D"
"Iowa-Clayton",2012,"2,4-D"
"Iowa-Clinton",1992,"2,4-D"
"Iowa-Clinton",1993,"2,4-D"
"Iowa-Clinton",1994,"2,4-D"
"Iowa-Clinton",1995,"2,4-D"
"Iowa-Clinton",1996,"2,4-D"
"Iowa-Clinton",1997,"2,4-D"
"Iowa-Clinton",1998,"2,4-D"
"Iowa-Clinton",1999,"2,4-D"
"Iowa-Clinton",2000,"2,4-D"
"Iowa-Clinton",2001,"2,4-D"
"Iowa-Clinton",2002,"2,4-D"
"Iowa-Clinton",2003,"2,4-D"
"Iowa-Clinton",2004,"2,4-D"
"Iowa-Clinton",2005,"2,4-D"
"Iowa-Clinton",2006,"2,4-D"
"Iowa-Clinton",2007,"2,4-D"
"Iowa-Clinton",2008,"2,4-D"
"Iowa-Clinton",2009,"2,4-D"
"Iowa-Clinton",2010,"2,4-D"
"Iowa-Clinton",2011,"2,4-D"
"Iowa-Clinton",2012,"2,4-D"
"Iowa-Crawford",1992,"2,4-D"
"Iowa-Crawford",1993,"2,4-D"
"Iowa-Crawford",1994,"2,4-D"
"Iowa-Crawford",1995,"2,4-D"
"Iowa-Crawford",1996,"2,4-D"
"Iowa-Crawford",1997,"2,4-D"
"Iowa-Crawford",1998,"2,4-D"
"Iowa-Crawford",1999,"2,4-D"
"Iowa-Crawford",2000,"2,4-D"
"Iowa-Crawford",2001,"2,4-D"
"Iowa-Crawford",2002,"2,4-D"
"Iowa-Crawford",2003,"2,4-D"
"Iowa-Crawford",2004,"2,4-D"
"Iowa-Crawford",2005,"2,4-D"
"Iowa-Crawford",2006,"2,4-D"
"Iowa-Crawford",2007,"2,4-D"
"Iowa-Crawford",2008,"2,4-D"
"Iowa-Crawford",2009,"2,4-D"
"Iowa-Crawford",2010,"2,4-D"
"Iowa-Crawford",2011,"2,4-D"
"Iowa-Crawford",2012,"2,4-D"
"Iowa-Dallas",1992,"2,4-D"
"Iowa-Dallas",1993,"2,4-D"
"Iowa-Dallas",1994,"2,4-D"
"Iowa-Dallas",1995,"2,4-D"
"Iowa-Dallas",1996,"2,4-D"
"Iowa-Dallas",1997,"2,4-D"
"Iowa-Dallas",1998,"2,4-D"
"Iowa-Dallas",1999,"2,4-D"
"Iowa-Dallas",2000,"2,4-D"
"Iowa-Dallas",2001,"2,4-D"
"Iowa-Dallas",2002,"2,4-D"
"Iowa-Dallas",2003,"2,4-D"
"Iowa-Dallas",2004,"2,4-D"
"Iowa-Dallas",2005,"2,4-D"
"Iowa-Dallas",2006,"2,4-D"
"Iowa-Dallas",2007,"2,4-D"
"Iowa-Dallas",2008,"2,4-D"
"Iowa-Dallas",2009,"2,4-D"
"Iowa-Dallas",2010,"2,4-D"
"Iowa-Dallas",2011,"2,4-D"
"Iowa-Dallas",2012,"2,4-D"
"Iowa-Delaware",1992,"2,4-D"
"Iowa-Delaware",1993,"2,4-D"
"Iowa-Delaware",1994,"2,4-D"
"Iowa-Delaware",1995,"2,4-D"
"Iowa-Delaware",1996,"2,4-D"
"Iowa-Delaware",1997,"2,4-D"
"Iowa-Delaware",1998,"2,4-D"
"Iowa-Delaware",1999,"2,4-D"
"Iowa-Delaware",2000,"2,4-D"
"Iowa-Delaware",2001,"2,4-D"
"Iowa-Delaware",2002,"2,4-D"
"Iowa-Delaware",2003,"2,4-D"
"Iowa-Delaware",2004,"2,4-D"
"Iowa-Delaware",2005,"2,4-D"
"Iowa-Delaware",2006,"2,4-D"
"Iowa-Delaware",2007,"2,4-D"
"Iowa-Delaware",2008,"2,4-D"
"Iowa-Delaware",2009,"2,4-D"
"Iowa-Delaware",2010,"2,4-D"
"Iowa-Delaware",2011,"2,4-D"
"Iowa-Delaware",2012,"2,4-D"
"Iowa-Des Moines",1992,"2,4-D"
"Iowa-Des Moines",1993,"2,4-D"
"Iowa-Des Moines",1994,"2,4-D"
"Iowa-Des Moines",1995,"2,4-D"
"Iowa-Des Moines",1996,"2,4-D"
"Iowa-Des Moines",1997,"2,4-D"
"Iowa-Des Moines",1998,"2,4-D"
"Iowa-Des Moines",1999,"2,4-D"
"Iowa-Des Moines",2000,"2,4-D"
"Iowa-Des Moines",2001,"2,4-D"
"Iowa-Des Moines",2002,"2,4-D"
"Iowa-Des Moines",2003,"2,4-D"
"Iowa-Des Moines",2004,"2,4-D"
"Iowa-Des Moines",2005,"2,4-D"
"Iowa-Des Moines",2006,"2,4-D"
"Iowa-Des Moines",2007,"2,4-D"
"Iowa-Des Moines",2008,"2,4-D"
"Iowa-Des Moines",2009,"2,4-D"
"Iowa-Des Moines",2010,"2,4-D"
"Iowa-Des Moines",2011,"2,4-D"
"Iowa-Des Moines",2012,"2,4-D"
"Iowa-Dubuque",1992,"2,4-D"
"Iowa-Dubuque",1993,"2,4-D"
"Iowa-Dubuque",1994,"2,4-D"
"Iowa-Dubuque",1995,"2,4-D"
"Iowa-Dubuque",1996,"2,4-D"
"Iowa-Dubuque",1997,"2,4-D"
"Iowa-Dubuque",1998,"2,4-D"
"Iowa-Dubuque",1999,"2,4-D"
"Iowa-Dubuque",2000,"2,4-D"
"Iowa-Dubuque",2001,"2,4-D"
"Iowa-Dubuque",2002,"2,4-D"
"Iowa-Dubuque",2003,"2,4-D"
"Iowa-Dubuque",2004,"2,4-D"
"Iowa-Dubuque",2005,"2,4-D"
"Iowa-Dubuque",2006,"2,4-D"
"Iowa-Dubuque",2007,"2,4-D"
"Iowa-Dubuque",2008,"2,4-D"
"Iowa-Dubuque",2009,"2,4-D"
"Iowa-Dubuque",2010,"2,4-D"
"Iowa-Dubuque",2011,"2,4-D"
"Iowa-Dubuque",2012,"2,4-D"
"Iowa-Fayette",1992,"2,4-D"
"Iowa-Fayette",1993,"2,4-D"
"Iowa-Fayette",1994,"2,4-D"
"Iowa-Fayette",1995,"2,4-D"
"Iowa-Fayette",1996,"2,4-D"
"Iowa-Fayette",1997,"2,4-D"
"Iowa-Fayette",1998,"2,4-D"
"Iowa-Fayette",1999,"2,4-D"
"Iowa-Fayette",2000,"2,4-D"
"Iowa-Fayette",2001,"2,4-D"
"Iowa-Fayette",2002,"2,4-D"
"Iowa-Fayette",2003,"2,4-D"
"Iowa-Fayette",2004,"2,4-D"
"Iowa-Fayette",2005,"2,4-D"
"Iowa-Fayette",2006,"2,4-D"
"Iowa-Fayette",2007,"2,4-D"
"Iowa-Fayette",2008,"2,4-D"
"Iowa-Fayette",2009,"2,4-D"
"Iowa-Fayette",2010,"2,4-D"
"Iowa-Fayette",2011,"2,4-D"
"Iowa-Fayette",2012,"2,4-D"
"Iowa-Floyd",1992,"2,4-D"
"Iowa-Floyd",1993,"2,4-D"
"Iowa-Floyd",1994,"2,4-D"
"Iowa-Floyd",1995,"2,4-D"
"Iowa-Floyd",1996,"2,4-D"
"Iowa-Floyd",1997,"2,4-D"
"Iowa-Floyd",1998,"2,4-D"
"Iowa-Floyd",1999,"2,4-D"
"Iowa-Floyd",2000,"2,4-D"
"Iowa-Floyd",2001,"2,4-D"
"Iowa-Floyd",2002,"2,4-D"
"Iowa-Floyd",2003,"2,4-D"
"Iowa-Floyd",2004,"2,4-D"
"Iowa-Floyd",2005,"2,4-D"
"Iowa-Floyd",2006,"2,4-D"
"Iowa-Floyd",2007,"2,4-D"
"Iowa-Floyd",2008,"2,4-D"
"Iowa-Floyd",2009,"2,4-D"
"Iowa-Floyd",2010,"2,4-D"
"Iowa-Floyd",2011,"2,4-D"
"Iowa-Floyd",2012,"2,4-D"
"Iowa-Hardin",1992,"2,4-D"
"Iowa-Hardin",1993,"2,4-D"
"Iowa-Hardin",1994,"2,4-D"
"Iowa-Hardin",1995,"2,4-D"
"Iowa-Hardin",1996,"2,4-D"
"Iowa-Hardin",1997,"2,4-D"
"Iowa-Hardin",1998,"2,4-D"
"Iowa-Hardin",1999,"2,4-D"
"Iowa-Hardin",2000,"2,4-D"
"Iowa-Hardin",2001,"2,4-D"
"Iowa-Hardin",2002,"2,4-D"
"Iowa-Hardin",2003,"2,4-D"
"Iowa-Hardin",2004,"2,4-D"
"Iowa-Hardin",2005,"2,4-D"
"Iowa-Hardin",2006,"2,4-D"
"Iowa-Hardin",2007,"2,4-D"
"Iowa-Hardin",2008,"2,4-D"
"Iowa-Hardin",2009,"2,4-D"
"Iowa-Hardin",2010,"2,4-D"
"Iowa-Hardin",2011,"2,4-D"
"Iowa-Hardin",2012,"2,4-D"
"Iowa-Harrison",1992,"2,4-D"
"Iowa-Harrison",1993,"2,4-D"
"Iowa-Harrison",1994,"2,4-D"
"Iowa-Harrison",1995,"2,4-D"
"Iowa-Harrison",1996,"2,4-D"
"Iowa-Harrison",1997,"2,4-D"
"Iowa-Harrison",1998,"2,4-D"
"Iowa-Harrison",1999,"2,4-D"
"Iowa-Harrison",2000,"2,4-D"
"Iowa-Harrison",2001,"2,4-D"
"Iowa-Harrison",2002,"2,4-D"
"Iowa-Harrison",2003,"2,4-D"
"Iowa-Harrison",2004,"2,4-D"
"Iowa-Harrison",2005,"2,4-D"
"Iowa-Harrison",2006,"2,4-D"
"Iowa-Harrison",2007,"2,4-D"
"Iowa-Harrison",2008,"2,4-D"
"Iowa-Harrison",2009,"2,4-D"
"Iowa-Harrison",2010,"2,4-D"
"Iowa-Harrison",2011,"2,4-D"
"Iowa-Harrison",2012,"2,4-D"
"Iowa-Jackson",1992,"2,4-D"
"Iowa-Jackson",1993,"2,4-D"
"Iowa-Jackson",1994,"2,4-D"
"Iowa-Jackson",1995,"2,4-D"
"Iowa-Jackson",1996,"2,4-D"
"Iowa-Jackson",1997,"2,4-D"
"Iowa-Jackson",1998,"2,4-D"
"Iowa-Jackson",1999,"2,4-D"
"Iowa-Jackson",2000,"2,4-D"
"Iowa-Jackson",2001,"2,4-D"
"Iowa-Jackson",2002,"2,4-D"
"Iowa-Jackson",2003,"2,4-D"
"Iowa-Jackson",2004,"2,4-D"
"Iowa-Jackson",2005,"2,4-D"
"Iowa-Jackson",2006,"2,4-D"
"Iowa-Jackson",2007,"2,4-D"
"Iowa-Jackson",2008,"2,4-D"
"Iowa-Jackson",2009,"2,4-D"
"Iowa-Jackson",2010,"2,4-D"
"Iowa-Jackson",2011,"2,4-D"
"Iowa-Jackson",2012,"2,4-D"
"Iowa-Jasper",1992,"2,4-D"
"Iowa-Jasper",1993,"2,4-D"
"Iowa-Jasper",1994,"2,4-D"
"Iowa-Jasper",1995,"2,4-D"
"Iowa-Jasper",1996,"2,4-D"
"Iowa-Jasper",1997,"2,4-D"
"Iowa-Jasper",1998,"2,4-D"
"Iowa-Jasper",1999,"2,4-D"
"Iowa-Jasper",2000,"2,4-D"
"Iowa-Jasper",2001,"2,4-D"
"Iowa-Jasper",2002,"2,4-D"
"Iowa-Jasper",2003,"2,4-D"
"Iowa-Jasper",2004,"2,4-D"
"Iowa-Jasper",2005,"2,4-D"
"Iowa-Jasper",2006,"2,4-D"
"Iowa-Jasper",2007,"2,4-D"
"Iowa-Jasper",2008,"2,4-D"
"Iowa-Jasper",2009,"2,4-D"
"Iowa-Jasper",2010,"2,4-D"
"Iowa-Jasper",2011,"2,4-D"
"Iowa-Jasper",2012,"2,4-D"
"Iowa-Jefferson",1992,"2,4-D"
"Iowa-Jefferson",1993,"2,4-D"
"Iowa-Jefferson",1994,"2,4-D"
"Iowa-Jefferson",1995,"2,4-D"
"Iowa-Jefferson",1996,"2,4-D"
"Iowa-Jefferson",1997,"2,4-D"
"Iowa-Jefferson",1998,"2,4-D"
"Iowa-Jefferson",1999,"2,4-D"
"Iowa-Jefferson",2000,"2,4-D"
"Iowa-Jefferson",2001,"2,4-D"
"Iowa-Jefferson",2002,"2,4-D"
"Iowa-Jefferson",2003,"2,4-D"
"Iowa-Jefferson",2004,"2,4-D"
"Iowa-Jefferson",2005,"2,4-D"
"Iowa-Jefferson",2006,"2,4-D"
"Iowa-Jefferson",2007,"2,4-D"
"Iowa-Jefferson",2008,"2,4-D"
"Iowa-Jefferson",2009,"2,4-D"
"Iowa-Jefferson",2010,"2,4-D"
"Iowa-Jefferson",2011,"2,4-D"
"Iowa-Jefferson",2012,"2,4-D"
"Iowa-Johnson",1992,"2,4-D"
"Iowa-Johnson",1993,"2,4-D"
"Iowa-Johnson",1994,"2,4-D"
"Iowa-Johnson",1995,"2,4-D"
"Iowa-Johnson",1996,"2,4-D"
"Iowa-Johnson",1997,"2,4-D"
"Iowa-Johnson",1998,"2,4-D"
"Iowa-Johnson",1999,"2,4-D"
"Iowa-Johnson",2000,"2,4-D"
"Iowa-Johnson",2001,"2,4-D"
"Iowa-Johnson",2002,"2,4-D"
"Iowa-Johnson",2003,"2,4-D"
"Iowa-Johnson",2004,"2,4-D"
"Iowa-Johnson",2005,"2,4-D"
"Iowa-Johnson",2006,"2,4-D"
"Iowa-Johnson",2007,"2,4-D"
"Iowa-Johnson",2008,"2,4-D"
"Iowa-Johnson",2009,"2,4-D"
"Iowa-Johnson",2010,"2,4-D"
"Iowa-Johnson",2011,"2,4-D"
"Iowa-Johnson",2012,"2,4-D"
"Iowa-Jones",1992,"2,4-D"
"Iowa-Jones",1993,"2,4-D"
"Iowa-Jones",1994,"2,4-D"
"Iowa-Jones",1995,"2,4-D"
"Iowa-Jones",1996,"2,4-D"
"Iowa-Jones",1997,"2,4-D"
"Iowa-Jones",1998,"2,4-D"
"Iowa-Jones",1999,"2,4-D"
"Iowa-Jones",2000,"2,4-D"
"Iowa-Jones",2001,"2,4-D"
"Iowa-Jones",2002,"2,4-D"
"Iowa-Jones",2003,"2,4-D"
"Iowa-Jones",2004,"2,4-D"
"Iowa-Jones",2005,"2,4-D"
"Iowa-Jones",2006,"2,4-D"
"Iowa-Jones",2007,"2,4-D"
"Iowa-Jones",2008,"2,4-D"
"Iowa-Jones",2009,"2,4-D"
"Iowa-Jones",2010,"2,4-D"
"Iowa-Jones",2011,"2,4-D"
"Iowa-Jones",2012,"2,4-D"
"Iowa-Kossuth",1992,"2,4-D"
"Iowa-Kossuth",1993,"2,4-D"
"Iowa-Kossuth",1994,"2,4-D"
"Iowa-Kossuth",1995,"2,4-D"
"Iowa-Kossuth",1996,"2,4-D"
"Iowa-Kossuth",1997,"2,4-D"
"Iowa-Kossuth",1998,"2,4-D"
"Iowa-Kossuth",1999,"2,4-D"
"Iowa-Kossuth",2000,"2,4-D"
"Iowa-Kossuth",2001,"2,4-D"
"Iowa-Kossuth",2002,"2,4-D"
"Iowa-Kossuth",2003,"2,4-D"
"Iowa-Kossuth",2004,"2,4-D"
"Iowa-Kossuth",2005,"2,4-D"
"Iowa-Kossuth",2006,"2,4-D"
"Iowa-Kossuth",2007,"2,4-D"
"Iowa-Kossuth",2008,"2,4-D"
"Iowa-Kossuth",2009,"2,4-D"
"Iowa-Kossuth",2010,"2,4-D"
"Iowa-Kossuth",2011,"2,4-D"
"Iowa-Kossuth",2012,"2,4-D"
"Iowa-Lee",1992,"2,4-D"
"Iowa-Lee",1993,"2,4-D"
"Iowa-Lee",1994,"2,4-D"
"Iowa-Lee",1995,"2,4-D"
"Iowa-Lee",1996,"2,4-D"
"Iowa-Lee",1997,"2,4-D"
"Iowa-Lee",1998,"2,4-D"
"Iowa-Lee",1999,"2,4-D"
"Iowa-Lee",2000,"2,4-D"
"Iowa-Lee",2001,"2,4-D"
"Iowa-Lee",2002,"2,4-D"
"Iowa-Lee",2003,"2,4-D"
"Iowa-Lee",2004,"2,4-D"
"Iowa-Lee",2005,"2,4-D"
"Iowa-Lee",2006,"2,4-D"
"Iowa-Lee",2007,"2,4-D"
"Iowa-Lee",2008,"2,4-D"
"Iowa-Lee",2009,"2,4-D"
"Iowa-Lee",2010,"2,4-D"
"Iowa-Lee",2011,"2,4-D"
"Iowa-Lee",2012,"2,4-D"
"Iowa-Linn",1992,"2,4-D"
"Iowa-Linn",1993,"2,4-D"
"Iowa-Linn",1994,"2,4-D"
"Iowa-Linn",1995,"2,4-D"
"Iowa-Linn",1996,"2,4-D"
"Iowa-Linn",1997,"2,4-D"
"Iowa-Linn",1998,"2,4-D"
"Iowa-Linn",1999,"2,4-D"
"Iowa-Linn",2000,"2,4-D"
"Iowa-Linn",2001,"2,4-D"
"Iowa-Linn",2002,"2,4-D"
"Iowa-Linn",2003,"2,4-D"
"Iowa-Linn",2004,"2,4-D"
"Iowa-Linn",2005,"2,4-D"
"Iowa-Linn",2006,"2,4-D"
"Iowa-Linn",2007,"2,4-D"
"Iowa-Linn",2008,"2,4-D"
"Iowa-Linn",2009,"2,4-D"
"Iowa-Linn",2010,"2,4-D"
"Iowa-Linn",2011,"2,4-D"
"Iowa-Linn",2012,"2,4-D"
"Iowa-Madison",1992,"2,4-D"
"Iowa-Madison",1993,"2,4-D"
"Iowa-Madison",1994,"2,4-D"
"Iowa-Madison",1995,"2,4-D"
"Iowa-Madison",1996,"2,4-D"
"Iowa-Madison",1997,"2,4-D"
"Iowa-Madison",1998,"2,4-D"
"Iowa-Madison",1999,"2,4-D"
"Iowa-Madison",2000,"2,4-D"
"Iowa-Madison",2001,"2,4-D"
"Iowa-Madison",2002,"2,4-D"
"Iowa-Madison",2003,"2,4-D"
"Iowa-Madison",2004,"2,4-D"
"Iowa-Madison",2005,"2,4-D"
"Iowa-Madison",2006,"2,4-D"
"Iowa-Madison",2007,"2,4-D"
"Iowa-Madison",2008,"2,4-D"
"Iowa-Madison",2009,"2,4-D"
"Iowa-Madison",2010,"2,4-D"
"Iowa-Madison",2011,"2,4-D"
"Iowa-Madison",2012,"2,4-D"
"Iowa-Mahaska",1992,"2,4-D"
"Iowa-Mahaska",1993,"2,4-D"
"Iowa-Mahaska",1994,"2,4-D"
"Iowa-Mahaska",1995,"2,4-D"
"Iowa-Mahaska",1996,"2,4-D"
"Iowa-Mahaska",1997,"2,4-D"
"Iowa-Mahaska",1998,"2,4-D"
"Iowa-Mahaska",1999,"2,4-D"
"Iowa-Mahaska",2000,"2,4-D"
"Iowa-Mahaska",2001,"2,4-D"
"Iowa-Mahaska",2002,"2,4-D"
"Iowa-Mahaska",2003,"2,4-D"
"Iowa-Mahaska",2004,"2,4-D"
"Iowa-Mahaska",2005,"2,4-D"
"Iowa-Mahaska",2006,"2,4-D"
"Iowa-Mahaska",2007,"2,4-D"
"Iowa-Mahaska",2008,"2,4-D"
"Iowa-Mahaska",2009,"2,4-D"
"Iowa-Mahaska",2010,"2,4-D"
"Iowa-Mahaska",2011,"2,4-D"
"Iowa-Mahaska",2012,"2,4-D"
"Iowa-Marion",1992,"2,4-D"
"Iowa-Marion",1993,"2,4-D"
"Iowa-Marion",1994,"2,4-D"
"Iowa-Marion",1995,"2,4-D"
"Iowa-Marion",1996,"2,4-D"
"Iowa-Marion",1997,"2,4-D"
"Iowa-Marion",1998,"2,4-D"
"Iowa-Marion",1999,"2,4-D"
"Iowa-Marion",2000,"2,4-D"
"Iowa-Marion",2001,"2,4-D"
"Iowa-Marion",2002,"2,4-D"
"Iowa-Marion",2003,"2,4-D"
"Iowa-Marion",2004,"2,4-D"
"Iowa-Marion",2005,"2,4-D"
"Iowa-Marion",2006,"2,4-D"
"Iowa-Marion",2007,"2,4-D"
"Iowa-Marion",2008,"2,4-D"
"Iowa-Marion",2009,"2,4-D"
"Iowa-Marion",2010,"2,4-D"
"Iowa-Marion",2011,"2,4-D"
"Iowa-Marion",2012,"2,4-D"
"Iowa-Marshall",1992,"2,4-D"
"Iowa-Marshall",1993,"2,4-D"
"Iowa-Marshall",1994,"2,4-D"
"Iowa-Marshall",1995,"2,4-D"
"Iowa-Marshall",1996,"2,4-D"
"Iowa-Marshall",1997,"2,4-D"
"Iowa-Marshall",1998,"2,4-D"
"Iowa-Marshall",1999,"2,4-D"
"Iowa-Marshall",2000,"2,4-D"
"Iowa-Marshall",2001,"2,4-D"
"Iowa-Marshall",2002,"2,4-D"
"Iowa-Marshall",2003,"2,4-D"
"Iowa-Marshall",2004,"2,4-D"
"Iowa-Marshall",2005,"2,4-D"
"Iowa-Marshall",2006,"2,4-D"
"Iowa-Marshall",2007,"2,4-D"
"Iowa-Marshall",2008,"2,4-D"
"Iowa-Marshall",2009,"2,4-D"
"Iowa-Marshall",2010,"2,4-D"
"Iowa-Marshall",2011,"2,4-D"
"Iowa-Marshall",2012,"2,4-D"
"Iowa-Mitchell",1992,"2,4-D"
"Iowa-Mitchell",1993,"2,4-D"
"Iowa-Mitchell",1994,"2,4-D"
"Iowa-Mitchell",1995,"2,4-D"
"Iowa-Mitchell",1996,"2,4-D"
"Iowa-Mitchell",1997,"2,4-D"
"Iowa-Mitchell",1998,"2,4-D"
"Iowa-Mitchell",1999,"2,4-D"
"Iowa-Mitchell",2000,"2,4-D"
"Iowa-Mitchell",2001,"2,4-D"
"Iowa-Mitchell",2002,"2,4-D"
"Iowa-Mitchell",2003,"2,4-D"
"Iowa-Mitchell",2004,"2,4-D"
"Iowa-Mitchell",2005,"2,4-D"
"Iowa-Mitchell",2006,"2,4-D"
"Iowa-Mitchell",2007,"2,4-D"
"Iowa-Mitchell",2008,"2,4-D"
"Iowa-Mitchell",2009,"2,4-D"
"Iowa-Mitchell",2010,"2,4-D"
"Iowa-Mitchell",2011,"2,4-D"
"Iowa-Mitchell",2012,"2,4-D"
"Iowa-Montgomery",1992,"2,4-D"
"Iowa-Montgomery",1993,"2,4-D"
"Iowa-Montgomery",1994,"2,4-D"
"Iowa-Montgomery",1995,"2,4-D"
"Iowa-Montgomery",1996,"2,4-D"
"Iowa-Montgomery",1997,"2,4-D"
"Iowa-Montgomery",1998,"2,4-D"
"Iowa-Montgomery",1999,"2,4-D"
"Iowa-Montgomery",2000,"2,4-D"
"Iowa-Montgomery",2001,"2,4-D"
"Iowa-Montgomery",2002,"2,4-D"
"Iowa-Montgomery",2003,"2,4-D"
"Iowa-Montgomery",2004,"2,4-D"
"Iowa-Montgomery",2005,"2,4-D"
"Iowa-Montgomery",2006,"2,4-D"
"Iowa-Montgomery",2007,"2,4-D"
"Iowa-Montgomery",2008,"2,4-D"
"Iowa-Montgomery",2009,"2,4-D"
"Iowa-Montgomery",2010,"2,4-D"
"Iowa-Montgomery",2011,"2,4-D"
"Iowa-Montgomery",2012,"2,4-D"
"Iowa-Muscatine",1992,"2,4-D"
"Iowa-Muscatine",1993,"2,4-D"
"Iowa-Muscatine",1994,"2,4-D"
"Iowa-Muscatine",1995,"2,4-D"
"Iowa-Muscatine",1996,"2,4-D"
"Iowa-Muscatine",1997,"2,4-D"
"Iowa-Muscatine",1998,"2,4-D"
"Iowa-Muscatine",1999,"2,4-D"
"Iowa-Muscatine",2000,"2,4-D"
"Iowa-Muscatine",2001,"2,4-D"
"Iowa-Muscatine",2002,"2,4-D"
"Iowa-Muscatine",2003,"2,4-D"
"Iowa-Muscatine",2004,"2,4-D"
"Iowa-Muscatine",2005,"2,4-D"
"Iowa-Muscatine",2006,"2,4-D"
"Iowa-Muscatine",2007,"2,4-D"
"Iowa-Muscatine",2008,"2,4-D"
"Iowa-Muscatine",2009,"2,4-D"
"Iowa-Muscatine",2010,"2,4-D"
"Iowa-Muscatine",2011,"2,4-D"
"Iowa-Muscatine",2012,"2,4-D"
"Iowa-Page",1992,"2,4-D"
"Iowa-Page",1993,"2,4-D"
"Iowa-Page",1994,"2,4-D"
"Iowa-Page",1995,"2,4-D"
"Iowa-Page",1996,"2,4-D"
"Iowa-Page",1997,"2,4-D"
"Iowa-Page",1998,"2,4-D"
"Iowa-Page",1999,"2,4-D"
"Iowa-Page",2000,"2,4-D"
"Iowa-Page",2001,"2,4-D"
"Iowa-Page",2002,"2,4-D"
"Iowa-Page",2003,"2,4-D"
"Iowa-Page",2004,"2,4-D"
"Iowa-Page",2005,"2,4-D"
"Iowa-Page",2006,"2,4-D"
"Iowa-Page",2007,"2,4-D"
"Iowa-Page",2008,"2,4-D"
"Iowa-Page",2009,"2,4-D"
"Iowa-Page",2010,"2,4-D"
"Iowa-Page",2011,"2,4-D"
"Iowa-Page",2012,"2,4-D"
"Iowa-Plymouth",1992,"2,4-D"
"Iowa-Plymouth",1993,"2,4-D"
"Iowa-Plymouth",1994,"2,4-D"
"Iowa-Plymouth",1995,"2,4-D"
"Iowa-Plymouth",1996,"2,4-D"
"Iowa-Plymouth",1997,"2,4-D"
"Iowa-Plymouth",1998,"2,4-D"
"Iowa-Plymouth",1999,"2,4-D"
"Iowa-Plymouth",2000,"2,4-D"
"Iowa-Plymouth",2001,"2,4-D"
"Iowa-Plymouth",2002,"2,4-D"
"Iowa-Plymouth",2003,"2,4-D"
"Iowa-Plymouth",2004,"2,4-D"
"Iowa-Plymouth",2005,"2,4-D"
"Iowa-Plymouth",2006,"2,4-D"
"Iowa-Plymouth",2007,"2,4-D"
"Iowa-Plymouth",2008,"2,4-D"
"Iowa-Plymouth",2009,"2,4-D"
"Iowa-Plymouth",2010,"2,4-D"
"Iowa-Plymouth",2011,"2,4-D"
"Iowa-Plymouth",2012,"2,4-D"
"Iowa-Polk",1992,"2,4-D"
"Iowa-Polk",1993,"2,4-D"
"Iowa-Polk",1994,"2,4-D"
"Iowa-Polk",1995,"2,4-D"
"Iowa-Polk",1996,"2,4-D"
"Iowa-Polk",1997,"2,4-D"
"Iowa-Polk",1998,"2,4-D"
"Iowa-Polk",1999,"2,4-D"
"Iowa-Polk",2000,"2,4-D"
"Iowa-Polk",2001,"2,4-D"
"Iowa-Polk",2002,"2,4-D"
"Iowa-Polk",2003,"2,4-D"
"Iowa-Polk",2004,"2,4-D"
"Iowa-Polk",2005,"2,4-D"
"Iowa-Polk",2006,"2,4-D"
"Iowa-Polk",2007,"2,4-D"
"Iowa-Polk",2008,"2,4-D"
"Iowa-Polk",2009,"2,4-D"
"Iowa-Polk",2010,"2,4-D"
"Iowa-Polk",2011,"2,4-D"
"Iowa-Polk",2012,"2,4-D"
"Iowa-Pottawattamie",1992,"2,4-D"
"Iowa-Pottawattamie",1993,"2,4-D"
"Iowa-Pottawattamie",1994,"2,4-D"
"Iowa-Pottawattamie",1995,"2,4-D"
"Iowa-Pottawattamie",1996,"2,4-D"
"Iowa-Pottawattamie",1997,"2,4-D"
