"SC","variable","value","EPEST_HIGH_KG","Area","perArea","logArea"
"Utah-Box Elder",2010,78,22.9,5745.56,0.00398568633866847,-5.52504575103832
"Utah-Box Elder",2011,88,60.6,5745.56,0.01054727476521,-4.55188776852325
"Utah-Box Elder",2012,56,106.4,5745.56,0.0185186474425469,-3.98897708469098
"Utah-Cache",1992,30,96.5,1164.72,0.0828525310804313,-2.49069298542013
"Utah-Cache",1993,49,86.6,1164.72,0.0743526341094855,-2.59893617819668
"Utah-Cache",1994,83,947.8,1164.72,0.81375781303661,-0.206092484231582
"Utah-Cache",1995,63,215.8,1164.72,0.185280582457586,-1.68588394094104
"Utah-Cache",1996,7,529.4,1164.72,0.454529844082698,-0.78849170397207
"Utah-Cache",1997,13,90.5,1164.72,0.0777010783707672,-2.55488614305919
"Utah-Cache",1998,43,453.3,1164.72,0.389192252215125,-0.943681835818266
"Utah-Cache",1999,47,61.8,1164.72,0.0530599629095405,-2.93633262930143
"Utah-Cache",2000,37,96.6,1164.72,0.0829383886255924,-2.4896572525466
"Utah-Cache",2001,51,71,1164.72,0.0609588570643588,-2.79755611672376
"Utah-Cache",2002,12,48.1,1164.72,0.0412974792224741,-3.18695381665335
"Utah-Cache",2003,86,94.8,1164.72,0.0813929528126932,-2.50846658450409
"Utah-Cache",2004,80,114.7,1164.72,0.0984786042997459,-2.31791596962975
"Utah-Cache",2005,25,61.3,1164.72,0.0526306751837351,-2.94445615082291
"Utah-Cache",2006,12,117.2,1164.72,0.100625042928773,-2.29635411662215
"Utah-Cache",2007,78,7.1,1164.72,0.00609588570643588,-5.1001412097178
"Utah-Cache",2008,31,21.6,1164.72,0.0185452297547909,-3.98754267907495
"Utah-Cache",2009,51,59.3,1164.72,0.0509135242805138,-2.97762668776139
"Utah-Cache",2010,29,20.1,1164.72,0.0172573665773748,-4.05951617870004
"Utah-Cache",2011,77,8.3,1164.72,0.00712617624836871,-4.94398047896252
"Utah-Cache",2012,22,23.4,1164.72,0.0200906655676901,-3.90749997140141
"Utah-Carbon",1992,2,46.5,1479.18,0.0314363363485174,-3.45979084656613
"Utah-Carbon",1993,72,22.5,1479.18,0.0152111304912181,-4.18572784994907
"Utah-Carbon",1994,77,73,1479.18,0.0493516678159521,-3.00878371801105
"Utah-Carbon",1995,54,36.5,1479.18,0.024675833907976,-3.701930898571
"Utah-Carbon",1996,43,319.9,1479.18,0.216268473072919,-1.53123471220397
"Utah-Carbon",1997,95,68.4,1479.18,0.046241836693303,-3.07387033453094
"Utah-Carbon",1998,8,29.7,1479.18,0.0200786922484079,-3.90809611335079
"Utah-Carbon",1999,3,18.8,1479.18,0.0127097445882178,-4.36538628932354
"Utah-Carbon",2001,21,10.5,1479.18,0.00709852756256845,-4.94786790199596
"Utah-Carbon",2003,65,5.2,1479.18,0.00351546126908152,-5.65058453357206
"Utah-Carbon",2004,90,4.9,1479.18,0.00331264619586528,-5.71000795404286
"Utah-Carbon",2005,45,10,1479.18,0.00676050244054138,-4.9966580661654
"Utah-Carbon",2006,85,56.8,1479.18,0.038399653862275,-3.25970683343234
"Utah-Carbon",2007,18,5.7,1479.18,0.00385348639110859,-5.55877698431894
"Utah-Carbon",2010,58,4,1479.18,0.00270420097621655,-5.91294879803955
"Utah-Davis",1992,2,9.5,299.07,0.0317651385963152,-3.44938586109623
"Utah-Davis",1993,52,8.8,299.07,0.0294245494365868,-3.52592593821856
"Utah-Davis",1994,74,47.3,299.07,0.158156953221654,-1.84416736420483
"Utah-Davis",1995,96,17.3,299.07,0.0578459892332899,-2.84997115819899
"Utah-Davis",1996,19,84.5,299.07,0.282542548567225,-1.26392612533959
"Utah-Davis",1997,20,10.5,299.07,0.0351088373959274,-3.34930240253924
"Utah-Davis",1998,23,48.6,299.07,0.16250376166115,-1.81705412879627
"Utah-Davis",1999,15,8.7,299.07,0.0290901795566255,-3.53735463404219
"Utah-Davis",2000,11,7.3,299.07,0.0244090012371686,-3.71280331154838
"Utah-Davis",2001,49,8,299.07,0.026749590396897,-3.62123611802289
"Utah-Davis",2002,53,5.6,299.07,0.0187247132778279,-3.97791106196162
"Utah-Davis",2003,51,17.6,299.07,0.0588490988731735,-2.83277875765862
"Utah-Davis",2004,28,12.5,299.07,0.0417962349951516,-3.17494901539447
"Utah-Davis",2005,82,4.4,299.07,0.0147122747182934,-4.21907311877851
"Utah-Davis",2006,61,22.5,299.07,0.0752332229912729,-2.58716235049235
"Utah-Davis",2007,37,0.7,299.07,0.00234058915972849,-6.05735260364146
"Utah-Davis",2008,23,5.5,299.07,0.0183903433978667,-3.9959295674643
"Utah-Davis",2009,37,7.1,299.07,0.0237402614772461,-3.74058287565545
"Utah-Davis",2010,26,1.4,299.07,0.00468117831945698,-5.36420542308151
"Utah-Davis",2011,29,2.5,299.07,0.00835924699903033,-4.78438692782857
"Utah-Iron",1992,29,119.5,3296.32,0.0362525482962819,-3.31724560232376
"Utah-Iron",1993,38,43.9,3296.32,0.0133178817590525,-4.3186476536142
"Utah-Iron",1994,15,55,3296.32,0.0166852732744394,-4.09322878846286
"Utah-Iron",1995,80,55.2,3296.32,0.0167459469954373,-4.08959902041228
"Utah-Iron",1996,44,416.1,3296.32,0.126231676536259,-2.06963635770643
"Utah-Iron",1997,60,109.8,3296.32,0.0333098728278808,-3.4019014446199
"Utah-Iron",1998,88,2113.9,3296.32,0.641290894087953,-0.444272112073688
"Utah-Iron",1999,5,65.1,3296.32,0.0197492961848364,-3.92463742448081
"Utah-Iron",2001,11,20.8,3296.32,0.00631006698378798,-5.06560898698806
"Utah-Iron",2003,93,9.2,3296.32,0.00279099116590622,-5.88135848964034
"Utah-Iron",2004,86,7.4,3296.32,0.00224492767692457,-6.0990819734852
"Utah-Iron",2005,8,17.9,3296.32,0.00543029802931754,-5.21576126084862
"Utah-Iron",2006,31,125.2,3296.32,0.0379817493447238,-3.27064951502933
"Utah-Iron",2007,29,12.6,3296.32,0.00382244442287157,-5.56686515973789
"Utah-Iron",2008,54,121.9,3296.32,0.0369806329482575,-3.2973609372081
"Utah-Iron",2010,90,15.1,3296.32,0.00458086593534608,-5.38586722987445
"Utah-Iron",2011,67,37.8,3296.32,0.0114673332686147,-4.46825287106979
"Utah-Salt Lake",1992,42,32,742.07,0.043122616464754,-3.14370767554059
"Utah-Salt Lake",1993,6,35.7,742.07,0.0481086689934912,-3.03429288955473
"Utah-Salt Lake",1994,65,568,742.07,0.765426442249383,-0.267322159619169
"Utah-Salt Lake",1995,17,38.7,742.07,0.0521514142870619,-2.95360397830458
"Utah-Salt Lake",1996,78,144.2,742.07,0.194321290444298,-1.63824235348947
"Utah-Salt Lake",1997,100,67.6,742.07,0.0910965272817928,-2.3958355952914
"Utah-Salt Lake",1998,76,98.6,742.07,0.132871561982023,-2.01837231673173
"Utah-Salt Lake",1999,92,29,742.07,0.0390798711711833,-3.24214774835385
"Utah-Salt Lake",2000,32,43.9,742.07,0.0591588394625844,-2.82752925825919
"Utah-Salt Lake",2001,27,11.9,742.07,0.0160362229978304,-4.13290517822284
"Utah-Salt Lake",2002,77,11.8,742.07,0.015901464821378,-4.1413440468687
"Utah-Salt Lake",2003,40,41.8,742.07,0.0563289177570849,-2.87654723880961
"Utah-Salt Lake",2004,22,24,742.07,0.0323419623485655,-3.43138974799237
"Utah-Salt Lake",2005,43,19.6,742.07,0.0264126025846618,-3.63391401210385
"Utah-Salt Lake",2006,30,65.4,742.07,0.088131847399841,-2.42892131987717
"Utah-Salt Lake",2008,61,13.7,742.07,0.0184618701739728,-3.99204774550624
"Utah-Salt Lake",2009,16,17,742.07,0.0229088899969006,-3.7762302342841
"Utah-Salt Lake",2011,28,3.8,742.07,0.00512081070518954,-5.27444251160798
"Utah-Salt Lake",2012,62,2.3,742.07,0.00309943805840419,-5.77653445540522
"Utah-Sanpete",1992,87,145.3,1589.92,0.0913882459494817,-2.39263840890682
"Utah-Sanpete",1993,73,60,1589.92,0.0377377478112106,-3.27709441726095
"Utah-Sanpete",1994,5,179.9,1589.92,0.11315034718728,-2.17903783852656
"Utah-Sanpete",1995,67,116.5,1589.92,0.0732741270001006,-2.6135477064773
"Utah-Sanpete",1996,60,406.4,1589.92,0.2556103451746,-1.36410108321878
"Utah-Sanpete",1997,48,37,1589.92,0.0232716111502466,-3.76052106683883
"Utah-Sanpete",1998,68,520.3,1589.92,0.327249169769548,-1.1170334111868
"Utah-Sanpete",1999,78,240.5,1589.92,0.151265472476603,-1.88871888993723
"Utah-Sanpete",2000,54,19.5,1589.92,0.0122647680386435,-4.40102451391335
"Utah-Sanpete",2001,92,18.2,1589.92,0.0114471168360672,-4.47001738540031
"Utah-Sanpete",2002,76,3.7,1589.92,0.00232716111502466,-6.06310615983287
"Utah-Sanpete",2003,46,12.8,1589.92,0.00805071953305827,-4.82199380855748
"Utah-Sanpete",2004,60,9.3,1589.92,0.00584935091073765,-5.14142457932384
"Utah-Sanpete",2005,32,15,1589.92,0.00943443695280266,-4.66338877838084
"Utah-Sanpete",2006,36,84.3,1589.92,0.0530215356747509,-2.93705711447524
"Utah-Sanpete",2007,1,7.3,1589.92,0.00459142598369729,-5.38356463132871
"Utah-Sanpete",2008,32,65.1,1589.92,0.0409454563751635,-3.19551443026853
"Utah-Sanpete",2010,18,10.1,1589.92,0.00635252088155379,-5.05890355563584
"Utah-Sanpete",2011,60,6.5,1589.92,0.00408825601288115,-5.49963680258146
"Utah-Sanpete",2012,60,5.8,1589.92,0.00364798228841703,-5.61358106193068
"Utah-Summit",1992,7,67.8,1870.57,0.0362456363568324,-3.31743628129051
"Utah-Summit",1993,89,29.1,1870.57,0.01555675542749,-4.16326030205942
"Utah-Summit",1994,21,116.9,1870.57,0.0624943199131816,-2.77267960775884
"Utah-Summit",1995,37,69,1870.57,0.036887152044564,-3.2998919716396
"Utah-Summit",1996,19,436,1870.57,0.233084033209129,-1.45635623288783
"Utah-Summit",1997,66,177.1,1870.57,0.0946770235810475,-2.35728393144807
"Utah-Summit",1998,17,68.3,1870.57,0.0365129345600539,-3.31008870966012
"Utah-Summit",1999,17,52.5,1870.57,0.0280663113382552,-3.57318530663928
"Utah-Summit",2000,1,7,1870.57,0.00374217484510069,-5.58808832718155
"Utah-Summit",2001,73,24.7,1870.57,0.013204531239141,-4.32719523260293
"Utah-Summit",2002,33,4.2,1870.57,0.00224530490706042,-6.09891395094754
"Utah-Summit",2003,42,6.8,1870.57,0.0036352555638121,-5.6170758640548
"Utah-Summit",2004,45,7.7,1870.57,0.00411639232961076,-5.49277814737722
"Utah-Summit",2005,66,18.4,1870.57,0.00983657387855039,-4.62164781162192
"Utah-Summit",2006,50,108.7,1870.57,0.0581106293803493,-2.8454066821097
"Utah-Summit",2007,84,11.9,1870.57,0.00636169723667118,-5.05746007611938
"Utah-Summit",2010,49,5.8,1870.57,0.00310065915736914,-5.77614055868449
"Utah-Tooele",1992,31,66.2,6941.91,0.00953628036088051,-4.6526517688312
"Utah-Tooele",1993,22,44.2,6941.91,0.00636712374548215,-5.05660744269051
"Utah-Tooele",1994,9,239.1,6941.91,0.034442970306443,-3.36845035730989
"Utah-Tooele",1995,26,44.2,6941.91,0.00636712374548215,-5.05660744269051
"Utah-Tooele",1996,36,189.5,6941.91,0.027297962664454,-3.60094320725168
"Utah-Tooele",1997,28,43.6,6941.91,0.00628069220142583,-5.07027508141918
"Utah-Tooele",1998,45,107.7,6941.91,0.0155144621581092,-4.16598264761182
"Utah-Tooele",1999,23,58.8,6941.91,0.00847029131751924,-4.77119037686958
"Utah-Tooele",2000,52,41.6,6941.91,0.00599258705457144,-5.11723206450695
"Utah-Tooele",2001,98,42.9,6941.91,0.00617985540002679,-5.08646040584019
"Utah-Tooele",2002,13,25.1,6941.91,0.00361571959302267,-5.62246438563643
"Utah-Tooele",2003,85,148.7,6941.91,0.0214206176686243,-3.84340137830806
"Utah-Tooele",2004,39,29.5,6941.91,0.00424955091610234,-5.46094196842839
"Utah-Tooele",2005,42,16,6941.91,0.00230484117483517,-6.07274350953438
"Utah-Tooele",2006,73,156.2,6941.91,0.0225010119693283,-3.79419499436858
"Utah-Tooele",2008,6,35.9,6941.91,0.00517148738603641,-5.26459493627993
"Utah-Tooele",2009,93,47.4,6941.91,0.00682809198044919,-4.98671000307313
"Utah-Tooele",2011,76,19.4,6941.91,0.00279461992448764,-5.88005916570488
"Utah-Utah",1992,62,178.5,2004.07,0.0890687451037139,-2.41834679051474
"Utah-Utah",1993,79,141.7,2004.07,0.0707061130599231,-2.6492232450378
"Utah-Utah",1994,25,224.3,2004.07,0.111922238245171,-2.18995095020827
"Utah-Utah",1995,4,162.8,2004.07,0.0812346874111184,-2.51041293816599
"Utah-Utah",1996,64,482,2004.07,0.240510561008348,-1.42499127768383
"Utah-Utah",1997,92,99,2004.07,0.0493994720743287,-3.00781554159984
"Utah-Utah",1998,29,506.4,2004.07,0.252685784428688,-1.37560852090446
"Utah-Utah",1999,62,239,2004.07,0.119257311371359,-2.12647183980292
"Utah-Utah",2000,9,65.9,2004.07,0.0328830829262451,-3.41479695022597
"Utah-Utah",2001,25,53.7,2004.07,0.0267954712160753,-3.61952239021961
"Utah-Utah",2002,37,22.2,2004.07,0.0110774573742434,-4.5028431028562
"Utah-Utah",2003,92,34.9,2004.07,0.0174145613676169,-4.05044856252605
"Utah-Utah",2004,56,29.3,2004.07,0.0146202477957357,-4.22534787571141
"Utah-Utah",2005,88,37.5,2004.07,0.018711921240276,-3.97859445875807
"Utah-Utah",2006,40,159.7,2004.07,0.0796878352552556,-2.52963833651347
"Utah-Utah",2007,64,13.8,2004.07,0.00688598701642158,-4.97826679957127
"Utah-Utah",2008,40,72,2004.07,0.03592688878133,-3.32626927271838
"Utah-Utah",2010,1,9,2004.07,0.00449086109766625,-5.40571081439821
"Utah-Utah",2011,52,9.1,2004.07,0.00454075955430698,-5.39466097821163
"Utah-Utah",2012,77,27.4,2004.07,0.0136721771195617,-4.29239237834041
"Utah-Washington",1992,72,27.2,2427.43,0.0112052664752434,-4.49137139019647
"Utah-Washington",1993,53,22.6,2427.43,0.00931025817428309,-4.67663845722018
"Utah-Washington",1994,79,38,2427.43,0.0156544163992371,-4.15700220377203
"Utah-Washington",1995,1,42.5,2427.43,0.0175082288675678,-4.04508428756805
"Utah-Washington",1996,50,204.6,2427.43,0.0842866735601027,-2.47353150998089
"Utah-Washington",1997,85,48.6,2427.43,0.0200211746579716,-3.91096483259197
"Utah-Washington",1998,79,733.6,2427.43,0.302212628170534,-1.19662444255617
"Utah-Washington",1999,57,25.4,2427.43,0.0104637414879111,-4.55983918947393
"Utah-Washington",2000,93,5.6,2427.43,0.00230696662725599,-6.07182176575732
"Utah-Washington",2001,99,9.7,2427.43,0.00399599576506841,-5.52246247798908
"Utah-Washington",2005,6,8,2427.43,0.0032956666103657,-5.71514682181858
"Utah-Washington",2006,1,48.2,2427.43,0.0198563913274533,-3.91922934244187
"Utah-Washington",2008,59,39.5,2427.43,0.0162723538886806,-4.11828769159134
"Utah-Washington",2011,98,10.8,2427.43,0.00444914992399369,-5.41504222936825
"Utah-Washington",2012,6,7.3,2427.43,0.0030072957819587,-5.80671401534407
"Utah-Weber",1992,43,39,576.27,0.0676766099224322,-2.69301465473728
"Utah-Weber",1993,23,20.9,576.27,0.0362677217276624,-3.31682714189616
"Utah-Weber",1994,15,90,576.27,0.15617679212869,-1.85676663053666
"Utah-Weber",1995,29,31.3,576.27,0.0543148177069776,-2.91295820332082
"Utah-Weber",1996,84,214.7,576.27,0.372568414111441,-0.987334595982194
"Utah-Weber",1997,41,28.1,576.27,0.0487618650979576,-3.02080672452723
"Utah-Weber",1998,79,106.9,576.27,0.185503323095077,-1.68468248283593
"Utah-Weber",1999,18,11,576.27,0.0190882745935065,-3.95868102806856
"Utah-Weber",2000,38,10.7,576.27,0.0185676852864109,-3.98633255939907
"Utah-Weber",2001,99,11.6,576.27,0.0201294532076978,-3.90557120275461
"Utah-Weber",2002,95,4.9,576.27,0.00850295868256199,-4.76734109575035
"Utah-Weber",2003,5,24.3,576.27,0.0421677338747462,-3.16609995052043
"Utah-Weber",2004,17,28.7,576.27,0.0498030437121488,-2.99967917810135
"Utah-Weber",2005,68,6.3,576.27,0.0109323754490083,-4.51602666746944
"Utah-Weber",2006,67,45.2,576.27,0.0784354556024086,-2.54547921402874
"Utah-Weber",2008,54,11.1,576.27,0.0192618043625384,-3.94963119254864
"Utah-Weber",2009,45,14.3,576.27,0.0248147569715585,-3.69631676360107
"Utah-Weber",2010,58,4.3,576.27,0.00746178006837073,-4.89796127816741
"Utah-Weber",2011,18,4.7,576.27,0.00815589914449824,-4.80901379215092
